"lake_name","trawl_date","ats_year","count"
"Alastair Lake","1978-07-10",1978,73
"Alastair Lake","1978-10-08",1978,96
"Alastair Lake","1995-10-11",1995,684
"Awun Lake","1979-08-01",1979,250
"Awun Lake","1980-07-31",1980,445
"Awun Lake","1981-10-07",1981,4
"Awun Lake","1981-10-08",1981,20
"Awun Lake","1982-09-27",1982,56
"Awun Lake","1982-09-28",1982,29
"Awun Lake","1983-08-29",1983,89
"Awun Lake","1983-08-30",1983,2
"Awun Lake","1984-09-06",1984,53
"Awun Lake","1984-09-07",1984,30
"Awun Lake","1985-08-30",1985,56
"Bear Lake","1978-07-16",1978,9
"Bear Lake","1978-11-25",1978,3
"Bear Lake","1988-09-05",1988,12
"Bear Lake","1988-09-06",1988,5
"Bear Lake","1995-10-03",1995,8
"Bonilla Lake","1979-10-04",1979,949
"Bonilla Lake","1980-09-17",1980,519
"Bonilla Lake","1980-09-18",1980,108
"Bonilla Lake","1981-07-18",1981,154
"Bonilla Lake","1981-07-19",1981,591
"Bonilla Lake","1981-08-19",1981,32
"Bonilla Lake","1981-08-20",1981,440
"Bonilla Lake","1981-09-20",1981,471
"Bonilla Lake","1981-09-21",1981,39
"Bonilla Lake","1982-04-13",1982,28
"Bonilla Lake","1982-04-14",1982,207
"Bonilla Lake","1982-10-04",1982,524
"Bonilla Lake","1983-09-07",1983,186
"Bonilla Lake","1983-09-08",1983,37
"Bonilla Lake","1984-08-27",1984,287
"Bonilla Lake","1984-08-28",1984,465
"Bowser Lake","1991-09-01",1991,4
"Bowser Lake","1991-09-02",1991,13
"Bowser Lake","1992-09-10",1992,2
"Bowser Lake","1992-09-11",1992,19
"Bowser Lake","1993-06-16",1993,4
"Bowser Lake","1993-07-10",1993,4
"Bowser Lake","1993-08-09",1993,9
"Bowser Lake","1993-09-25",1993,41
"Brannen Lake","1986-04-16",1986,394
"Brannen Lake","1990-09-06",1990,4
"Cheewhat Lake","1983-11-01",1983,98
"Cheewhat Lake","1984-08-16",1984,207
"Cheewhat Lake","1985-03-14",1984,86
"Cheewhat Lake","1985-08-21",1985,161
"Cheewhat Lake","1986-03-19",1985,2
"Cheewhat Lake","1986-03-20",1985,145
"Cheewhat Lake","1986-08-03",1986,199
"Cheewhat Lake","1986-09-27",1986,132
"Cheewhat Lake","1986-09-28",1986,126
"Cheewhat Lake","1986-12-16",1986,260
"Cheewhat Lake","1987-04-21",1987,3
"Cheewhat Lake","1987-04-28",1987,20
"Cheewhat Lake","1987-06-11",1987,4
"Cheewhat Lake","1987-06-12",1987,10
"Cheewhat Lake","1987-08-15",1987,247
"Cheewhat Lake","1987-08-16",1987,80
"Cheewhat Lake","1987-10-18",1987,61
"Cheewhat Lake","1987-11-26",1987,244
"Cheewhat Lake","1988-02-28",1987,71
"Cheewhat Lake","1988-05-19",1988,213
"Cheewhat Lake","1988-05-20",1988,24
"Cheewhat Lake","1988-07-21",1988,29
"Cheewhat Lake","1988-07-22",1988,241
"Cheewhat Lake","1988-08-19",1988,94
"Cheewhat Lake","1988-08-20",1988,6
"Cheewhat Lake","1989-03-07",1988,132
"Cheewhat Lake","1989-05-12",1989,89
"Cheewhat Lake","1989-05-31",1989,212
"Cheewhat Lake","1989-07-02",1989,69
"Cheewhat Lake","1989-07-29",1989,76
"Cheewhat Lake","1989-09-20",1989,69
"Cheewhat Lake","1989-09-21",1989,134
"Cheewhat Lake","1989-10-26",1989,70
"Cheewhat Lake","1989-10-27",1989,187
"Cheewhat Lake","1990-02-21",1989,216
"Cheewhat Lake","1990-02-22",1989,16
"Cheewhat Lake","1990-06-03",1990,31
"Cheewhat Lake","1990-06-20",1990,122
"Cheewhat Lake","1990-06-25",1990,76
"Cheewhat Lake","1990-07-23",1990,189
"Cheewhat Lake","1990-08-07",1990,113
"Cheewhat Lake","1990-10-02",1990,93
"Cheewhat Lake","1990-10-03",1990,50
"Cheewhat Lake","1991-03-06",1990,203
"Cheewhat Lake","1991-03-07",1990,11
"Cheewhat Lake","1991-07-23",1991,206
"Cheewhat Lake","1991-10-11",1991,114
"Cheewhat Lake","1992-02-19",1991,62
"Cheewhat Lake","1996-08-01",1996,121
"Cheewhat Lake","1996-09-01",1996,182
"Cougar Lake","1988-09-06",1988,3
"Cougar Lake","1988-09-07",1988,6
"Curtis Lake","1979-10-14",1979,459
"Curtis Lake","1980-09-21",1980,512
"Curtis Lake","1980-09-22",1980,688
"Curtis Lake","1981-07-20",1981,734
"Curtis Lake","1981-09-21",1981,195
"Curtis Lake","1981-09-22",1981,158
"Curtis Lake","1983-02-04",1982,35
"Curtis Lake","1983-09-08",1983,187
"Curtis Lake","1983-09-09",1983,42
"Curtis Lake","1984-08-28",1984,208
"Curtis Lake","1984-08-29",1984,48
"Damdochax Lake","1991-09-06",1991,79
"Damdochax Lake","1991-09-07",1991,21
"Damdochax Lake","1992-08-14",1992,14
"Damdochax Lake","1992-08-15",1992,19
"Damdochax Lake","1992-09-23",1992,113
"Damdochax Lake","1993-09-28",1993,216
"Deer Lake","1988-09-05",1988,3
"Devon Lake","1979-10-08",1979,294
"Devon Lake","1979-10-09",1979,459
"Devon Lake","1980-09-20",1980,2172
"Devon Lake","1981-09-22",1981,324
"Devon Lake","1983-02-05",1982,211
"Devon Lake","1983-09-09",1983,203
"Devon Lake","1984-08-30",1984,474
"Devon Lake","1984-08-31",1984,833
"Devon Lake","1985-09-08",1985,252
"Devon Lake","1985-09-09",1985,831
"Devon Lake","1986-09-07",1986,224
"Devon Lake","1986-09-08",1986,503
"Devon Lake","1987-07-30",1987,429
"Devon Lake","1987-07-31",1987,302
"Devon Lake","1988-07-31",1988,712
"Dragon Lake","1992-08-17",1992,320
"Eden Lake","1979-08-04",1979,13
"Eden Lake","1979-08-05",1979,200
"Eden Lake","1980-07-30",1980,83
"Eden Lake","1981-10-08",1981,49
"Eden Lake","1981-10-09",1981,13
"Eden Lake","1982-09-29",1982,98
"Eden Lake","1983-09-02",1983,21
"Eden Lake","1983-09-03",1983,19
"Eden Lake","1984-09-01",1984,17
"Eden Lake","1984-09-02",1984,2
"Eden Lake","1985-08-30",1985,20
"Eden Lake","1985-08-31",1985,57
"Eden Lake","1986-09-07",1986,38
"Ellerslie Lake","1988-08-31",1988,6
"Ellerslie Lake","1988-09-01",1988,14
"Ellerslie Lake","1988-09-02",1988,7
"Ellerslie Lake","1991-08-24",1991,4
"Fred Wright Lake","1978-06-26",1978,285
"Fred Wright Lake","1978-10-05",1978,249
"Fred Wright Lake","1991-09-08",1991,53
"Fred Wright Lake","1991-09-09",1991,19
"Glendale Lake","1984-11-03",1984,46
"Glendale Lake","1985-10-16",1985,20
"Great Central Lake","1977-09-28",1977,187
"Great Central Lake","1977-09-29",1977,101
"Great Central Lake","1977-11-07",1977,265
"Great Central Lake","1977-11-08",1977,876
"Great Central Lake","1978-03-09",1977,58
"Great Central Lake","1979-02-27",1978,61
"Great Central Lake","1979-05-02",1979,13
"Great Central Lake","1979-07-19",1979,334
"Great Central Lake","1979-08-22",1979,14
"Great Central Lake","1979-08-23",1979,105
"Great Central Lake","1979-11-01",1979,93
"Great Central Lake","1979-11-02",1979,90
"Great Central Lake","1979-12-19",1979,191
"Great Central Lake","1980-01-14",1979,18
"Great Central Lake","1980-01-15",1979,74
"Great Central Lake","1980-08-27",1980,163
"Great Central Lake","1980-08-28",1980,56
"Great Central Lake","1980-09-23",1980,21
"Great Central Lake","1980-09-24",1980,77
"Great Central Lake","1980-11-27",1980,303
"Great Central Lake","1981-07-29",1981,202
"Great Central Lake","1981-09-15",1981,105
"Great Central Lake","1981-09-16",1981,44
"Great Central Lake","1981-09-28",1981,701
"Great Central Lake","1981-12-09",1981,189
"Great Central Lake","1982-02-02",1981,324
"Great Central Lake","1982-08-09",1982,678
"Great Central Lake","1982-11-11",1982,111
"Great Central Lake","1983-01-18",1982,138
"Great Central Lake","1983-02-05",1982,324
"Great Central Lake","1983-08-30",1983,183
"Great Central Lake","1983-08-31",1983,51
"Great Central Lake","1983-11-01",1983,26
"Great Central Lake","1984-10-15",1984,140
"Great Central Lake","1985-12-10",1985,6
"Great Central Lake","1986-10-02",1986,15
"Great Central Lake","1986-10-03",1986,3
"Great Central Lake","1987-09-23",1987,26
"Great Central Lake","1987-09-24",1987,4
"Great Central Lake","1988-01-26",1987,11
"Great Central Lake","1988-01-27",1987,9
"Great Central Lake","1988-10-13",1988,151
"Great Central Lake","1989-06-29",1989,50
"Great Central Lake","1989-06-30",1989,67
"Great Central Lake","1989-10-23",1989,194
"Great Central Lake","1989-10-24",1989,47
"Great Central Lake","1990-03-15",1989,92
"Great Central Lake","1990-03-16",1989,13
"Great Central Lake","1990-06-13",1990,18
"Great Central Lake","1990-06-14",1990,132
"Great Central Lake","1990-10-17",1990,174
"Great Central Lake","1991-03-05",1990,4
"Great Central Lake","1991-07-17",1991,28
"Great Central Lake","1991-07-18",1991,232
"Great Central Lake","1991-07-19",1991,178
"Great Central Lake","1991-10-30",1991,18
"Great Central Lake","1991-10-31",1991,9
"Great Central Lake","1992-02-25",1991,22
"Great Central Lake","1992-02-26",1991,11
"Great Central Lake","1992-10-27",1992,316
"Great Central Lake","1993-02-11",1992,64
"Great Central Lake","1993-02-12",1992,153
"Great Central Lake","1995-01-25",1994,19
"Great Central Lake","1995-01-26",1994,171
"Great Central Lake","1996-07-25",1996,193
"Great Central Lake","1996-11-20",1996,12
"Great Central Lake","1997-02-26",1996,46
"Great Central Lake","1997-02-27",1996,29
"Great Central Lake","1997-07-29",1997,14
"Great Central Lake","1997-09-09",1997,259
"Great Central Lake","1997-11-20",1997,232
"Henderson Lake","1978-03-13",1977,31
"Henderson Lake","1978-03-14",1977,26
"Henderson Lake","1979-03-13",1978,43
"Henderson Lake","1979-03-14",1978,6
"Henderson Lake","1979-11-27",1979,88
"Henderson Lake","1980-10-20",1980,17
"Henderson Lake","1980-10-21",1980,31
"Henderson Lake","1981-08-12",1981,9
"Henderson Lake","1981-08-13",1981,38
"Henderson Lake","1981-10-21",1981,29
"Henderson Lake","1981-10-22",1981,1
"Henderson Lake","1982-03-06",1981,16
"Henderson Lake","1982-06-15",1982,146
"Henderson Lake","1982-07-20",1982,63
"Henderson Lake","1982-07-21",1982,10
"Henderson Lake","1982-08-11",1982,112
"Henderson Lake","1982-11-30",1982,93
"Henderson Lake","1983-07-25",1983,119
"Henderson Lake","1983-07-26",1983,1
"Henderson Lake","1983-09-14",1983,113
"Henderson Lake","1983-11-07",1983,56
"Henderson Lake","1984-08-14",1984,44
"Henderson Lake","1984-08-15",1984,24
"Henderson Lake","1984-10-28",1984,79
"Henderson Lake","1985-08-17",1985,16
"Henderson Lake","1985-08-18",1985,563
"Henderson Lake","1986-08-30",1986,1
"Henderson Lake","1986-08-31",1986,16
"Henderson Lake","1986-09-23",1986,8
"Henderson Lake","1986-09-24",1986,55
"Henderson Lake","1986-12-02",1986,127
"Henderson Lake","1987-07-09",1987,5
"Henderson Lake","1987-07-10",1987,55
"Henderson Lake","1987-09-15",1987,17
"Henderson Lake","1987-09-16",1987,258
"Henderson Lake","1987-09-17",1987,131
"Henderson Lake","1988-02-29",1987,54
"Henderson Lake","1988-03-01",1987,425
"Henderson Lake","1988-07-07",1988,47
"Henderson Lake","1988-07-08",1988,68
"Henderson Lake","1988-09-22",1988,25
"Henderson Lake","1988-09-23",1988,4
"Henderson Lake","1989-05-21",1989,3
"Henderson Lake","1989-06-22",1989,315
"Henderson Lake","1989-10-01",1989,81
"Henderson Lake","1989-10-02",1989,124
"Henderson Lake","1990-02-23",1989,21
"Henderson Lake","1990-02-24",1989,74
"Henderson Lake","1990-06-20",1990,13
"Henderson Lake","1990-06-21",1990,69
"Henderson Lake","1990-10-05",1990,35
"Henderson Lake","1990-10-06",1990,51
"Henderson Lake","1991-06-26",1991,3
"Henderson Lake","1991-10-08",1991,9
"Henderson Lake","1991-10-09",1991,32
"Henderson Lake","1992-02-12",1991,11
"Henderson Lake","1992-12-03",1992,36
"Henderson Lake","1992-12-04",1992,247
"Henderson Lake","1993-02-25",1992,59
"Henderson Lake","1993-02-26",1992,180
"Henderson Lake","1993-07-17",1993,285
"Henderson Lake","1993-07-18",1993,454
"Henderson Lake","1993-10-26",1993,106
"Henderson Lake","1993-10-27",1993,108
"Henderson Lake","1994-02-16",1993,23
"Henderson Lake","1994-11-19",1994,108
"Henderson Lake","1994-11-20",1994,176
"Henderson Lake","1994-11-21",1994,5
"Henderson Lake","1995-03-01",1994,181
"Henderson Lake","1995-06-21",1995,50
"Henderson Lake","1995-06-22",1995,55
"Henderson Lake","1995-10-12",1995,103
"Henderson Lake","1995-10-13",1995,33
"Henderson Lake","1996-07-05",1996,13
"Henderson Lake","1996-07-06",1996,6
"Henderson Lake","1996-07-29",1996,37
"Henderson Lake","1996-07-30",1996,28
"Henderson Lake","1997-02-06",1996,11
"Hesquiat Lake","1984-09-28",1984,9
"Hesquiat Lake","1984-10-27",1984,1
"Hesquiat Lake","1984-10-28",1984,2
"Heydon Lake","1984-11-04",1984,3
"Heydon Lake","1984-11-05",1984,6
"Heydon Lake","1985-09-16",1985,7
"Heydon Lake","1986-09-12",1986,17
"Heydon Lake","1987-09-08",1987,14
"Hobiton Lake","1977-10-05",1977,60
"Hobiton Lake","1978-03-14",1977,115
"Hobiton Lake","1979-03-14",1978,10
"Hobiton Lake","1980-03-01",1979,2
"Hobiton Lake","1980-03-02",1979,55
"Hobiton Lake","1980-03-11",1979,2
"Hobiton Lake","1981-08-13",1981,165
"Hobiton Lake","1981-08-14",1981,3
"Hobiton Lake","1981-10-22",1981,115
"Hobiton Lake","1982-08-13",1982,165
"Hobiton Lake","1982-08-14",1982,2
"Hobiton Lake","1982-12-01",1982,30
"Hobiton Lake","1983-03-15",1982,20
"Hobiton Lake","1983-07-25",1983,133
"Hobiton Lake","1983-09-15",1983,99
"Hobiton Lake","1983-10-31",1983,69
"Hobiton Lake","1984-03-06",1983,40
"Hobiton Lake","1984-03-07",1983,48
"Hobiton Lake","1984-03-15",1983,8
"Hobiton Lake","1984-04-25",1984,46
"Hobiton Lake","1984-05-02",1984,160
"Hobiton Lake","1984-05-11",1984,60
"Hobiton Lake","1984-06-01",1984,75
"Hobiton Lake","1984-06-08",1984,103
"Hobiton Lake","1984-06-09",1984,30
"Hobiton Lake","1984-06-13",1984,66
"Hobiton Lake","1984-06-18",1984,72
"Hobiton Lake","1984-07-06",1984,53
"Hobiton Lake","1984-07-14",1984,134
"Hobiton Lake","1984-08-17",1984,142
"Hobiton Lake","1984-10-29",1984,3
"Hobiton Lake","1984-10-30",1984,25
"Hobiton Lake","1984-12-17",1984,5
"Hobiton Lake","1985-02-17",1984,15
"Hobiton Lake","1985-05-31",1985,12
"Hobiton Lake","1985-06-12",1985,81
"Hobiton Lake","1985-06-25",1985,96
"Hobiton Lake","1985-06-26",1985,53
"Hobiton Lake","1985-07-04",1985,56
"Hobiton Lake","1985-07-10",1985,184
"Hobiton Lake","1985-07-31",1985,75
"Hobiton Lake","1985-08-19",1985,89
"Hobiton Lake","1985-09-20",1985,8
"Hobiton Lake","1985-11-28",1985,1
"Hobiton Lake","1986-01-24",1985,10
"Hobiton Lake","1986-06-06",1986,9
"Hobiton Lake","1986-08-31",1986,12
"Hobiton Lake","1986-09-01",1986,154
"Hobiton Lake","1986-09-16",1986,17
"Hobiton Lake","1986-09-27",1986,16
"Hobiton Lake","1986-12-15",1986,8
"Hobiton Lake","1986-12-16",1986,22
"Hobiton Lake","1987-04-21",1987,103
"Hobiton Lake","1987-05-13",1987,19
"Hobiton Lake","1987-06-11",1987,12
"Hobiton Lake","1987-06-18",1987,5
"Hobiton Lake","1987-06-19",1987,80
"Hobiton Lake","1987-06-29",1987,10
"Hobiton Lake","1987-06-30",1987,1
"Hobiton Lake","1987-07-11",1987,11
"Hobiton Lake","1987-07-23",1987,2
"Hobiton Lake","1987-07-24",1987,8
"Hobiton Lake","1987-08-13",1987,1
"Hobiton Lake","1987-08-14",1987,7
"Hobiton Lake","1987-08-15",1987,23
"Hobiton Lake","1987-09-26",1987,6
"Hobiton Lake","1987-09-27",1987,4
"Hobiton Lake","1987-10-18",1987,1
"Hobiton Lake","1987-11-07",1987,1
"Hobiton Lake","1987-11-25",1987,26
"Hobiton Lake","1987-11-26",1987,9
"Hobiton Lake","1988-02-26",1987,2
"Hobiton Lake","1988-02-27",1987,7
"Hobiton Lake","1988-06-02",1988,92
"Hobiton Lake","1988-06-14",1988,24
"Hobiton Lake","1988-06-15",1988,102
"Hobiton Lake","1988-06-29",1988,26
"Hobiton Lake","1988-06-30",1988,55
"Hobiton Lake","1988-07-01",1988,41
"Hobiton Lake","1988-07-09",1988,209
"Hobiton Lake","1988-07-10",1988,197
"Hobiton Lake","1988-07-22",1988,82
"Hobiton Lake","1988-07-23",1988,127
"Hobiton Lake","1988-08-18",1988,87
"Hobiton Lake","1988-08-19",1988,131
"Hobiton Lake","1989-03-06",1988,10
"Hobiton Lake","1989-03-07",1988,98
"Hobiton Lake","1989-05-30",1989,65
"Hobiton Lake","1989-06-23",1989,51
"Hobiton Lake","1989-06-30",1989,68
"Hobiton Lake","1989-07-01",1989,5
"Hobiton Lake","1989-07-11",1989,274
"Hobiton Lake","1989-07-21",1989,155
"Hobiton Lake","1989-09-01",1989,136
"Hobiton Lake","1989-09-19",1989,20
"Hobiton Lake","1989-09-20",1989,42
"Hobiton Lake","1990-02-22",1989,33
"Hobiton Lake","1990-02-23",1989,20
"Hobiton Lake","1990-06-02",1990,2
"Hobiton Lake","1990-06-19",1990,110
"Hobiton Lake","1990-06-26",1990,15
"Hobiton Lake","1990-07-22",1990,87
"Hobiton Lake","1990-08-06",1990,108
"Hobiton Lake","1990-09-20",1990,47
"Hobiton Lake","1990-10-04",1990,43
"Hobiton Lake","1990-10-05",1990,56
"Hobiton Lake","1991-02-20",1990,16
"Hobiton Lake","1991-02-21",1990,11
"Hobiton Lake","1991-05-24",1991,106
"Hobiton Lake","1991-06-27",1991,74
"Hobiton Lake","1991-07-22",1991,50
"Hobiton Lake","1991-08-16",1991,25
"Hobiton Lake","1991-10-10",1991,32
"Hobiton Lake","1992-02-18",1991,17
"Hobiton Lake","1992-02-19",1991,9
"Hobiton Lake","1992-11-27",1992,25
"Hobiton Lake","1992-11-28",1992,77
"Hobiton Lake","1993-02-24",1992,30
"Hobiton Lake","1993-02-25",1992,48
"Hobiton Lake","1996-07-31",1996,17
"Hobiton Lake","1996-08-31",1996,24
"Ian Lake","1979-07-28",1979,6
"Ian Lake","1979-07-29",1979,79
"Ian Lake","1980-07-25",1980,3
"Ian Lake","1980-07-26",1980,16
"Ian Lake","1981-10-11",1981,5
"Ian Lake","1982-10-01",1982,6
"Ian Lake","1983-09-01",1983,12
"Ian Lake","1984-09-09",1984,6
"Ian Lake","1985-09-01",1985,4
"Ian Lake","1986-09-06",1986,1
"Ian Lake","1991-10-23",1991,7
"Ian Lake","1996-09-13",1996,16
"Ian Lake","1996-10-13",1996,2
"Ingram Lake","1988-08-29",1988,3
"Ingram Lake","1988-08-30",1988,13
"Jansen Lake","1983-11-07",1983,30
"Jansen Lake","1984-08-19",1984,11
"Jansen Lake","1984-08-20",1984,7
"Jansen Lake","1985-08-25",1985,14
"Jansen Lake","1985-11-08",1985,11
"Jansen Lake","1985-11-09",1985,2
"Jansen Lake","1986-02-12",1985,24
"Kennedy Lake (Clay)","1977-08-16",1977,201
"Kennedy Lake (Clay)","1977-08-17",1977,64
"Kennedy Lake (Clay)","1977-09-21",1977,453
"Kennedy Lake (Clay)","1977-09-22",1977,29
"Kennedy Lake (Clay)","1977-10-26",1977,391
"Kennedy Lake (Clay)","1978-02-07",1977,105
"Kennedy Lake (Clay)","1978-02-08",1977,18
"Kennedy Lake (Clay)","1978-07-19",1978,106
"Kennedy Lake (Clay)","1978-08-16",1978,681
"Kennedy Lake (Clay)","1978-09-13",1978,221
"Kennedy Lake (Clay)","1978-09-14",1978,247
"Kennedy Lake (Clay)","1978-11-15",1978,224
"Kennedy Lake (Clay)","1978-11-16",1978,132
"Kennedy Lake (Clay)","1978-11-30",1978,319
"Kennedy Lake (Clay)","1979-03-28",1978,274
"Kennedy Lake (Clay)","1979-07-25",1979,182
"Kennedy Lake (Clay)","1979-07-26",1979,660
"Kennedy Lake (Clay)","1979-09-11",1979,385
"Kennedy Lake (Clay)","1979-09-12",1979,135
"Kennedy Lake (Clay)","1979-11-06",1979,773
"Kennedy Lake (Clay)","1979-11-07",1979,79
"Kennedy Lake (Clay)","1980-01-23",1979,374
"Kennedy Lake (Clay)","1981-02-04",1980,502
"Kennedy Lake (Clay)","1981-09-02",1981,381
"Kennedy Lake (Clay)","1981-09-03",1981,178
"Kennedy Lake (Clay)","1981-09-04",1981,126
"Kennedy Lake (Clay)","1981-12-16",1981,160
"Kennedy Lake (Clay)","1982-03-11",1981,155
"Kennedy Lake (Clay)","1982-03-12",1981,67
"Kennedy Lake (Clay)","1982-07-15",1982,136
"Kennedy Lake (Clay)","1982-07-16",1982,496
"Kennedy Lake (Clay)","1982-09-15",1982,511
"Kennedy Lake (Clay)","1982-09-16",1982,127
"Kennedy Lake (Clay)","1983-03-24",1982,135
"Kennedy Lake (Clay)","1983-09-14",1983,324
"Kennedy Lake (Clay)","1983-09-15",1983,307
"Kennedy Lake (Clay)","1983-10-05",1983,205
"Kennedy Lake (Clay)","1984-05-01",1984,195
"Kennedy Lake (Clay)","1984-05-02",1984,1570
"Kennedy Lake (Clay)","1984-05-03",1984,908
"Kennedy Lake (Clay)","1984-05-29",1984,260
"Kennedy Lake (Clay)","1984-05-30",1984,548
"Kennedy Lake (Clay)","1984-05-31",1984,452
"Kennedy Lake (Clay)","1984-06-12",1984,58
"Kennedy Lake (Clay)","1984-06-13",1984,772
"Kennedy Lake (Clay)","1984-06-14",1984,609
"Kennedy Lake (Clay)","1984-06-25",1984,160
"Kennedy Lake (Clay)","1984-06-26",1984,987
"Kennedy Lake (Clay)","1984-06-27",1984,632
"Kennedy Lake (Clay)","1984-07-02",1984,48
"Kennedy Lake (Clay)","1984-07-03",1984,544
"Kennedy Lake (Clay)","1984-07-04",1984,637
"Kennedy Lake (Clay)","1984-07-05",1984,296
"Kennedy Lake (Clay)","1984-07-11",1984,38
"Kennedy Lake (Clay)","1984-07-12",1984,214
"Kennedy Lake (Clay)","1984-07-13",1984,54
"Kennedy Lake (Clay)","1984-07-16",1984,128
"Kennedy Lake (Clay)","1984-07-17",1984,179
"Kennedy Lake (Clay)","1984-07-18",1984,27
"Kennedy Lake (Clay)","1984-07-24",1984,247
"Kennedy Lake (Clay)","1984-07-25",1984,511
"Kennedy Lake (Clay)","1984-07-26",1984,651
"Kennedy Lake (Clay)","1984-08-02",1984,481
"Kennedy Lake (Clay)","1984-08-03",1984,443
"Kennedy Lake (Clay)","1984-08-15",1984,467
"Kennedy Lake (Clay)","1984-08-16",1984,182
"Kennedy Lake (Clay)","1984-09-27",1984,1694
"Kennedy Lake (Clay)","1984-09-28",1984,50
"Kennedy Lake (Clay)","1984-11-17",1984,136
"Kennedy Lake (Clay)","1984-11-18",1984,600
"Kennedy Lake (Clay)","1985-01-23",1984,103
"Kennedy Lake (Clay)","1985-01-24",1984,649
"Kennedy Lake (Clay)","1985-04-02",1985,59
"Kennedy Lake (Clay)","1985-04-03",1985,45
"Kennedy Lake (Clay)","1985-04-04",1985,23
"Kennedy Lake (Clay)","1985-06-01",1985,34
"Kennedy Lake (Clay)","1985-06-02",1985,104
"Kennedy Lake (Clay)","1985-06-03",1985,61
"Kennedy Lake (Clay)","1985-06-29",1985,228
"Kennedy Lake (Clay)","1985-06-30",1985,222
"Kennedy Lake (Clay)","1985-07-11",1985,218
"Kennedy Lake (Clay)","1985-07-12",1985,650
"Kennedy Lake (Clay)","1985-08-14",1985,3
"Kennedy Lake (Clay)","1985-08-15",1985,226
"Kennedy Lake (Clay)","1985-08-16",1985,83
"Kennedy Lake (Clay)","1985-09-17",1985,1
