"Lake name","Lake code","Depth min m","Depth max m","Area ha","Transect","Transect length m","Lake latitude","Lake longitude"
"Long Lake (B)",802,30,40,965,1,1015,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,2,899,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,3,1437,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,4,888,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,5,2762,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,6,2294,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,30,40,965,7,1638,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,1,990,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,2,867,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,3,1390,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,4,846,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,5,2693,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,6,2248,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,40,50,908,7,1603,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,1,967,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,2,847,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,3,1343,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,4,819,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,5,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,6,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,50,60,853,7,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,1,910,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,2,790,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,3,1310,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,4,760,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,5,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,6,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (B)",802,60,70,810,7,0,"51 deg 15 min","127 deg 05 min"
"Long Lake (YK)",129,NA,NA,NA,NA,NA,"61 deg 21 min","136 deg 41 min"
"Low Lake",174,NA,NA,NA,NA,NA,"48 deg 30 min","123 deg 35 min"
"Lowe Lake",20,2,5,365,1,835,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,2,5,365,2,673,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,2,5,365,3,615,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,2,5,365,4,946,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,3,5,365,1,835,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,3,5,365,2,673,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,3,5,365,3,615,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,3,5,365,4,946,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,5,10,347,1,805,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,5,10,347,2,655,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,5,10,347,3,598,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,5,10,347,4,901,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,10,15,294,1,670,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,10,15,294,2,632,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,10,15,294,3,571,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,10,15,294,4,843,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,15,20,263,1,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,15,20,263,2,600,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,15,20,263,3,530,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,15,20,263,4,811,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,20,30,222,1,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,20,30,222,2,563,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,20,30,222,3,486,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,20,30,222,4,756,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,30,40,169,1,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,30,40,169,2,495,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,30,40,169,3,412,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,30,40,169,4,627,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,40,50,65,1,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,40,50,65,2,333,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,40,50,65,3,254,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,40,50,65,4,450,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,50,60,0,1,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,50,60,0,2,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,50,60,0,3,0,"53 deg 34 min","129 deg 33 min"
"Lowe Lake",20,50,60,0,4,0,"53 deg 34 min","129 deg 33 min"
"Maggie Lake",111,2,5,219,1,2070,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,2,5,219,2,1476,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,2,5,219,3,539,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,2,5,219,4,703,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,2,5,219,5,533,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,2,5,219,6,647,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,1,2070,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,2,1476,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,3,539,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,4,703,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,5,533,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,3,5,219,6,647,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,1,2044,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,2,1443,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,3,515,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,4,682,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,5,504,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,5,10,199,6,633,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,1,2015,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,2,1355,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,3,487,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,4,658,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,5,484,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,10,15,184,6,607,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,1,1961,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,2,1325,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,3,456,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,4,636,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,5,470,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,15,20,169,6,510,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,1,1815,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,2,1187,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,3,408,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,4,591,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,5,441,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,20,30,145,6,424,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,1,1481,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,2,1058,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,3,250,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,4,529,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,5,394,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,30,40,101,6,0,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,1,620,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,2,878,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,3,0,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,4,450,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,5,344,"49 deg 00 min","125 deg 25 min"
"Maggie Lake",111,40,50,44,6,0,"49 deg 00 min","125 deg 25 min"
"Mara Lake",79,NA,NA,NA,NA,NA,"50 deg 47 min","119 deg 00 min"
"Mathers Lake",55,2,5,171,1,500,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,2,5,171,2,285,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,2,5,171,3,500,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,2,5,171,4,525,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,3,5,171,1,500,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,3,5,171,2,285,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,3,5,171,3,500,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,3,5,171,4,525,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,5,10,163,1,480,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,5,10,163,2,280,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,5,10,163,3,485,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,5,10,163,4,505,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,10,15,156,1,450,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,10,15,156,2,270,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,10,15,156,3,470,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,10,15,156,4,480,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,15,20,148,1,410,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,15,20,148,2,250,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,15,20,148,3,445,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,15,20,148,4,465,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,20,30,136,1,275,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,20,30,136,2,235,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,20,30,136,3,420,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,20,30,136,4,445,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,30,40,112,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,30,40,112,2,210,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,30,40,112,3,385,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,30,40,112,4,405,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,40,50,86,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,40,50,86,2,185,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,40,50,86,3,340,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,40,50,86,4,370,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,50,60,64,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,50,60,64,2,175,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,50,60,64,3,300,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,50,60,64,4,355,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,60,70,46,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,60,70,46,2,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,60,70,46,3,255,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,60,70,46,4,320,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,70,80,32,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,70,80,32,2,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,70,80,32,3,175,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,70,80,32,4,290,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,80,90,20,1,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,80,90,20,2,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,80,90,20,3,0,"52 deg 58 min","131 deg 50 min"
"Mathers Lake",55,80,90,20,4,230,"52 deg 58 min","131 deg 50 min"
"Mayo Lake",99,NA,NA,NA,NA,NA,"63 deg 43 min","135 deg 04 min"
"McBride Lake",223,NA,NA,NA,NA,NA,"49 deg 20 min","125 deg 30 min"
"Mddle Quinsam Lake",147,2,5,49,1,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,2,5,49,2,68,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,2,5,49,3,282,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,2,5,49,4,227,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,2,5,49,5,248,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,2,5,49,6,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,1,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,2,68,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,3,282,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,4,227,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,5,248,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,3,5,49,6,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,1,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,2,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,3,155,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,4,184,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,5,184,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,5,10,20,6,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,1,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,2,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,3,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,4,0,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,5,92,"49 deg 56 min","125 deg 29 min"
"Mddle Quinsam Lake",147,10,15,5,6,0,"49 deg 56 min","125 deg 29 min"
"Megin Lake",118,2,5,135,1,500,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,2,5,135,2,580,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,2,5,135,3,500,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,2,5,135,4,445,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,2,5,135,5,325,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,2,5,135,6,3315,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,1,500,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,2,580,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,3,500,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,4,445,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,5,325,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,3,5,135,6,3315,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,1,430,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,2,555,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,3,480,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,4,420,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,5,270,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,5,10,123,6,3240,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,1,360,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,2,535,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,3,465,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,4,385,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,5,220,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,10,15,108,6,2955,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,1,290,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,2,520,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,3,440,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,4,330,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,5,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,15,20,94,6,2245,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,1,201,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,2,475,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,3,405,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,4,245,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,5,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,20,30,72,6,2090,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,1,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,2,380,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,3,335,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,4,130,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,5,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,30,40,42,6,1520,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,1,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,2,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,3,135,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,4,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,5,0,"49 deg 29 min","126 deg 04 min"
"Megin Lake",118,40,50,13,6,570,"49 deg 29 min","126 deg 04 min"
"Mercer Lake",32,2,5,93,1,486,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,2,5,93,2,373,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,2,5,93,3,391,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,2,5,93,4,210,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,2,5,93,5,1000,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,2,5,93,6,833,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,1,486,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,2,373,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,3,391,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,4,210,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,5,1000,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,3,5,93,6,833,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,1,429,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,2,359,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,3,358,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,4,188,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,5,980,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,5,10,77,6,777,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,1,400,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,2,324,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,3,316,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,4,139,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,5,922,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,10,15,65,6,760,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,1,371,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,2,291,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,3,258,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,4,79,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,5,872,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,15,20,47,6,718,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,1,297,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,2,173,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,3,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,4,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,5,793,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,20,30,23,6,160,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,1,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,2,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,3,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,4,0,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,5,588,"53 deg 34 min","132 deg 53 min"
"Mercer Lake",32,30,40,6,6,0,"53 deg 34 min","132 deg 53 min"
"Meziadin Lake",43,2,5,3606,1,1725,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,2,5,3606,2,1640,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,2,5,3606,3,1800,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,2,5,3606,4,2050,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,2,5,3606,5,2585,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,2,5,3606,6,1490,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,1,1669,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,2,1824,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,3,1775,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,4,2019,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,5,2561,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,3,5,3556,6,1475,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,1,1604,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,2,1802,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,3,1741,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,4,1978,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,5,2544,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,5,10,3499,6,1429,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,1,1595,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,2,1770,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,3,1715,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,4,1948,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,5,2308,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,10,15,3337,6,1300,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,1,1577,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,2,1760,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,3,1699,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,4,1927,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,5,1990,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,15,20,3086,6,1216,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,1,1549,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,2,1717,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,3,1673,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,4,1896,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,5,1944,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,20,30,2812,6,1163,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,1,1493,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,2,1685,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,3,1623,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,4,1784,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,5,1753,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,30,40,2563,6,857,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,1,1438,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,2,1621,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,3,1563,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,4,1743,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,5,1615,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,40,50,2339,6,0,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,50,60,2217,1,1298,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,50,60,2217,2,1578,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,50,60,2217,3,1513,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,50,60,2217,4,1671,"56 deg 02 min","129 deg 15 min"
"Meziadin Lake",43,50,60,2217,5,1060,"56 deg 02 min","129 deg 15 min"
