"Lake name","Lake code","Depth min m","Depth max m","Area ha","Transect","Transect length m","Lake latitude","Lake longitude"
"Cannery Bay",144,NA,NA,NA,NA,NA,"49 deg 09 min","125 deg 41 min"
"Canoe Ck",190,NA,NA,NA,NA,NA,NA,NA
"Cheewhat Lake",107,2,5,140,1,721,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,2,5,140,2,843,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,2,5,140,3,811,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,2,5,140,4,743,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,2,5,140,5,478,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,2,5,140,6,1391,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,1,721,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,2,843,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,3,811,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,4,743,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,5,478,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,3,5,140,6,1391,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,1,485,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,2,455,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,3,630,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,4,614,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,5,372,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,5,10,86,6,1114,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,1,0,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,2,301,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,3,464,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,4,517,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,5,239,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,10,15,33,6,368,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,1,0,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,2,0,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,3,315,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,4,348,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,5,0,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake",107,15,20,14,6,150,"48 deg 41 min","125 deg 45 min"
"Cheewhat Lake S-1",166,NA,NA,NA,NA,NA,"48 deg 41 min","124 deg 45 min"
"Cheewhat Lake S-2",167,NA,NA,NA,NA,NA,"48 deg 41 min","124 deg 45 min"
"Cheewhat River",143,NA,NA,NA,NA,NA,"40 deg 00 min","124 deg 47 min"
"Chilko Lake",74,NA,NA,NA,NA,NA,"51 deg 24 min","124 deg 10 min"
"Christina Lake",47,2,5,128,1,590,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,2,5,128,2,627,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,2,5,128,3,804,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,2,5,128,4,422,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,2,5,128,5,467,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,3,5,128,1,590,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,3,5,128,2,627,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,3,5,128,3,804,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,3,5,128,4,422,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,3,5,128,5,467,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,5,10,108,1,566,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,5,10,108,2,563,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,5,10,108,3,788,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,5,10,108,4,388,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,5,10,108,5,421,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,10,15,96,1,540,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,10,15,96,2,537,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,10,15,96,3,761,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,10,15,96,4,359,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,10,15,96,5,257,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,15,20,84,1,514,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,15,20,84,2,511,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,15,20,84,3,704,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,15,20,84,4,300,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,15,20,84,5,58,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,20,30,67,1,479,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,20,30,67,2,473,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,20,30,67,3,568,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,20,30,67,4,218,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,20,30,67,5,0,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,30,40,41,1,175,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,30,40,41,2,363,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,30,40,41,3,422,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,30,40,41,4,0,"57 deg 14 min","131 deg 58 min"
"Christina Lake",47,30,40,41,5,0,"57 deg 14 min","131 deg 58 min"
"Chutine Lake",48,2,5,587,1,1164,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,2,5,587,2,1043,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,2,5,587,3,1250,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,2,5,587,4,1108,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,2,5,587,5,1058,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,3,5,587,1,1164,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,3,5,587,2,1043,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,3,5,587,3,1250,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,3,5,587,4,1108,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,3,5,587,5,1058,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,5,10,531,1,1135,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,5,10,531,2,1031,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,5,10,531,3,1223,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,5,10,531,4,1063,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,5,10,531,5,1010,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,10,15,490,1,1107,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,10,15,490,2,1019,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,10,15,490,3,1202,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,10,15,490,4,923,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,10,15,490,5,776,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,15,20,464,1,1077,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,15,20,464,2,1007,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,15,20,464,3,1176,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,15,20,464,4,895,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,15,20,464,5,369,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,20,30,434,1,1044,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,20,30,434,2,992,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,20,30,434,3,1149,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,20,30,434,4,839,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,20,30,434,5,0,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,30,40,401,1,995,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,30,40,401,2,959,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,30,40,401,3,1104,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,30,40,401,4,738,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,30,40,401,5,0,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,40,50,367,1,959,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,40,50,367,2,930,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,40,50,367,3,1062,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,40,50,367,4,643,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,40,50,367,5,0,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,50,60,340,1,922,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,50,60,340,2,897,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,50,60,340,3,1009,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,50,60,340,4,573,"57 deg 46 min","132 deg 24 min"
"Chutine Lake",48,50,60,340,5,0,"57 deg 46 min","132 deg 24 min"
"Claire Lake",92,NA,NA,NA,NA,NA,"53 deg 03 min","126 deg 11 min"
"Clearwater Creek",168,NA,NA,NA,NA,NA,"50 deg 37 min","125 deg 16 min"
"Coghlan Lake",93,NA,NA,NA,NA,NA,"61 deg 33 min","135 deg 29 min"
"Cole Ck",233,NA,NA,NA,NA,NA,NA,NA
"Comox Lake",37,NA,NA,NA,NA,NA,"49 deg 37 min","125 deg 10 min"
"Con Lake",173,NA,NA,NA,NA,NA,"48 deg 39 min","123 deg 36 min"
"Congreve Is.",195,NA,NA,NA,NA,NA,NA,NA
"Consinka Lake",117,NA,NA,NA,NA,NA,"48 deg 57 min","124 deg 58 min"
"Cougar Lake",179,NA,NA,NA,NA,NA,"53 deg 01 min","128 deg 51 min"
"Cowichan Lake",185,2,5,6222,1,1840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,2,2560,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,3,1820,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,4,2550,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,5,2570,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,6,1140,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,2,5,6222,7,840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,1,1840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,2,2560,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,3,1820,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,4,2550,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,5,2570,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,6,1140,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,3,5,6222,7,840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,1,1840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,2,2560,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,3,1820,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,4,2429,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,5,2471,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,6,1140,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,5,10,5944,7,773,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,1,1840,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,2,2324,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,3,1801,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,4,2111,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,5,2341,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,6,1140,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,10,15,5667,7,732,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,1,1799,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,2,2257,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,3,1777,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,4,1710,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,5,2238,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,6,1123,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,15,20,5389,7,715,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,1,1714,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,2,2149,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,3,1767,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,4,1396,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,5,1977,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,6,1089,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,20,30,4970,7,682,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,1,1625,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,2,1953,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,3,1738,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,4,918,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,5,1820,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,6,1041,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,30,40,4408,7,640,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,1,1312,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,2,1455,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,3,1647,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,4,749,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,5,1694,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,6,1003,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,40,50,3731,7,541,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,1,609,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,2,1151,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,3,1527,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,4,266,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,5,1550,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,6,951,"48 deg 50 min","124 deg 20 min"
"Cowichan Lake",185,50,60,2937,7,499,"48 deg 50 min","124 deg 20 min"
"Cultus Lake",114,NA,NA,NA,NA,NA,"50 deg 52 min","121 deg 03 min"
"Curtis Lake",28,2,5,247,1,679,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,2,5,247,2,1012,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,2,5,247,3,646,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,2,5,247,4,698,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,3,5,247,1,679,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,3,5,247,2,1012,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,3,5,247,3,646,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,3,5,247,4,698,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,5,10,216,1,656,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,5,10,216,2,1004,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,5,10,216,3,631,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,5,10,216,4,564,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,10,15,198,1,621,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,10,15,198,2,965,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,10,15,198,3,617,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,10,15,198,4,504,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,15,20,186,1,586,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,15,20,186,2,960,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,15,20,186,3,603,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,15,20,186,4,455,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,20,30,164,1,556,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,20,30,164,2,743,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,20,30,164,3,577,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,20,30,164,4,231,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,30,40,129,1,452,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,30,40,129,2,645,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,30,40,129,3,337,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,30,40,129,4,134,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,40,50,93,1,389,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,40,50,93,2,588,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,40,50,93,3,123,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,40,50,93,4,0,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,50,60,63,1,305,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,50,60,63,2,510,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,50,60,63,3,0,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,50,60,63,4,0,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,60,70,40,1,182,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,60,70,40,2,421,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,60,70,40,3,0,"53 deg 30 min","129 deg 50 min"
"Curtis Lake",28,60,70,40,4,0,"53 deg 30 min","129 deg 50 min"
"Damdochax Lake",38,2,5,134.5,1,370,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,2,5,134.5,2,587,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,2,5,134.5,3,614,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,2,5,134.5,4,677,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,3,5,125,1,361,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,3,5,125,2,583,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,3,5,125,3,614,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,3,5,125,4,667,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,5,10,101.6,1,188,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,5,10,101.6,2,402,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,5,10,101.6,3,591,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,5,10,101.6,4,640,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,10,15,54.3,1,0,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,10,15,54.3,2,0,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,10,15,54.3,3,534,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,10,15,54.3,4,385,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,15,20,12.4,1,0,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,15,20,12.4,2,0,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,15,20,12.4,3,199,"56 deg 30 min","128 deg 06 min"
"Damdochax Lake",38,15,20,12.4,4,0,"56 deg 30 min","128 deg 06 min"
"Deep Lake (Oshinow)",154,NA,NA,NA,NA,NA,"49 deg 27 min","125 deg 20 min"
"Deer Lake",177,NA,NA,NA,NA,NA,"53 deg 07 min","128 deg 59 min"
"Devon Lake",29,2,5,167,1,390,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,2,639,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,3,496,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,4,507,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,5,894,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,6,900,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,2,5,167,7,1100,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,1,390,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,2,639,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,3,496,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,4,507,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,5,894,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,6,900,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,3,5,167,7,1100,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,1,382,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,2,616,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,3,482,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,4,496,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,5,876,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,6,857,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,5,10,152,7,1072,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,1,369,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,2,597,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,3,467,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,4,483,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,5,857,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,6,814,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,10,15,141,7,1024,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,1,356,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,2,562,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,3,451,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,4,458,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,5,844,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,6,763,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,15,20,131,7,955,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,1,334,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,2,466,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,3,424,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,4,388,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,5,820,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,6,651,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,20,30,112,7,643,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,1,306,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,2,108,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,3,272,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,4,277,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,5,615,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,6,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,30,40,68,7,436,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,1,274,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,2,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,3,106,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,4,104,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,5,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,6,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,40,50,26,7,401,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,1,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,2,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,3,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,4,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,5,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,6,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,50,60,10,7,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,1,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,2,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,3,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,4,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,5,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,6,0,"53 deg 27 min","129 deg 45 min"
"Devon Lake",29,60,70,4,7,0,"53 deg 27 min","129 deg 45 min"
"Dezadeash Lake",128,NA,NA,NA,NA,NA,"60 deg 28 min","136 deg 58 min"
"Diplock Is.",209,NA,NA,NA,NA,NA,NA,NA
"Doobah Lake",139,NA,NA,NA,NA,NA,"48 deg 43 min","124 deg 45 min"
"Dragon Lake",214,2,5,173.7,1,1145,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,2,5,173.7,2,1210.2,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,2,5,173.7,3,1206.6,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,2,5,173.7,4,798.5,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,3,5,0,1,0,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,3,5,0,2,0,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,3,5,0,3,0,"52 deg 34 min","122 deg 25 min"
"Dragon Lake",214,3,5,0,4,0,"52 deg 34 min","122 deg 25 min"
