  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     14  1.00  0.00
 5-10   2     13  1.00  0.00
 5-10   3     35  1.00  0.00
 5-10   4    129  1.00  0.00
 5-10   5     91  1.00  0.00
 5-10   6    100  1.00  0.00
10-15   1      0  1.00  0.00
10-15   2      1  1.00  0.00
10-15   3     18  1.00  0.00
10-15   4     45  1.00  0.00
10-15   5     10  1.00  0.00
10-15   6     62  1.00  0.00
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      2  1.00  0.00
15-20   4      3  1.00  0.00
15-20   5      0  0.00  0.00
15-20   6     24  1.00  0.00


 107                   : lake code
Cheewhat Lk         EY-M#20069, RDAT# A83289
940728                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
C.C. 100%, winds - calm, A.T. 20.2, S.T. 21.6
Recording level 6, surveyed by S.T.and A.R. Processed by ST, 03Aug94                                          

depth / transect / targets / %sockeye / %stickleback

  2-5   1      5  1.00  0.00
  2-5   2      0  1.00  0.00
  2-5   3      2  1.00  0.00
  2-5   4      1  1.00  0.00
  2-5   5      1  1.00  0.00
  2-5   6      1  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1    127  1.00  0.00
 5-10   2    174  1.00  0.00
 5-10   3     80  1.00  0.00
 5-10   4     20  1.00  0.00
 5-10   5      6  1.00  0.00
 5-10   6    304  1.00  0.00
10-15   1     49  1.00  0.00
10-15   2    122  1.00  0.00
10-15   3     49  1.00  0.00
10-15   4     26  1.00  0.00
10-15   5      0  1.00  0.00
10-15   6    238  1.00  0.00
15-20   1      0  1.00  0.00
15-20   2      0  1.00  0.00
15-20   3      9  1.00  0.00
15-20   4      6  1.00  0.00
15-20   5      0  1.00  0.00
15-20   6     49  1.00  0.00


 107                   : lake code
Cheewhat Lk         processed by PR, 08Aug94.
940729                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain

Processed by PR, 08Aug94.                                                                                     

depth / transect / targets / %sockeye / %stickleback

  2-5   1      5  1.00  0.00
  2-5   2      0  1.00  0.00
  2-5   3      1  1.00  0.00
  2-5   4      1  1.00  0.00
  2-5   5      3  1.00  0.00
  2-5   6      2  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     97  1.00  0.00
 5-10   2    128  1.00  0.00
 5-10   3     79  1.00  0.00
 5-10   4     22  1.00  0.00
 5-10   5      5  1.00  0.00
 5-10   6    253  1.00  0.00
10-15   1     37  1.00  0.00
10-15   2     85  1.00  0.00
10-15   3     51  1.00  0.00
10-15   4     29  1.00  0.00
10-15   5      0  0.00  0.00
10-15   6    180  1.00  0.00
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      8  1.00  0.00
15-20   4      5  1.00  0.00
15-20   5      0  0.00  0.00
15-20   6     35  1.00  0.00


 107                   : lake code
Cheewhat Lk         eym#20111,dat#A61400
941123                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain

Processed by ST, 01Dec94.                                                                                     

depth / transect / targets / %sockeye / %stickleback

  2-5   1      1  0.50  0.50
  2-5   2      1  0.50  0.50
  2-5   3      0  0.50  0.50
  2-5   4      0  0.50  0.50
  2-5   5      0  0.50  0.50
  2-5   6      0  0.50  0.50
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     48  0.50  0.50
 5-10   2     35  0.50  0.50
 5-10   3     50  0.50  0.50
 5-10   4     33  0.50  0.50
 5-10   5     53  0.50  0.50
 5-10   6     97  0.50  0.50
10-15   1     17  0.46  0.54
10-15   2     76  0.46  0.54
10-15   3    140  0.46  0.54
10-15   4     98  0.46  0.54
10-15   5      3  0.46  0.54
10-15   6    273  0.46  0.54
15-20   1      0  0.00  0.00
15-20   2      8  0.46  0.54
15-20   3    121  0.46  0.54
15-20   4     42  0.46  0.54
15-20   5      0  0.00  0.00
15-20   6    183  0.46  0.54


 107                   : lake code
Cheewhat Lk         EYM#20069
950304                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
c.c.60-100%,rain sporadic,winds light
waves 0cm,a.t.4.0,H2O6.5,processed by S.T.                                                                    

depth / transect / targets / %sockeye / %stickleback

  2-5   1      6  0.00  1.00
  2-5   2      3  0.00  1.00
  2-5   3      6  0.00  1.00
  2-5   4      1  0.00  1.00
  2-5   5      0  0.00  1.00
  2-5   6     12  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     98  0.68  0.32
 5-10   2     55  0.68  0.32
 5-10   3     53  0.68  0.32
 5-10   4     20  0.68  0.32
 5-10   5     12  0.68  0.32
 5-10   6    162  0.68  0.32
10-15   1     60  0.68  0.32
10-15   2    178  0.68  0.32
10-15   3    162  0.68  0.32
10-15   4     50  0.68  0.32
10-15   5      1  0.68  0.32
10-15   6    297  0.68  0.32
15-20   1      0  0.00  0.00
15-20   2      7  0.68  0.32
15-20   3    152  0.68  0.32
15-20   4     22  0.68  0.32
15-20   5      0  0.00  0.00
15-20   6    158  0.68  0.32


  25                   : lake code
Eden Lk             Ey-m#20111,DAT# A61400
940907                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
C.C.10%,AT11.8,H2O 16.5
Processed by S.T.091694                                                                                       

depth / transect / targets / %sockeye / %stickleback

  2-5   1      4  0.00  1.00
  2-5   2      2  0.00  1.00
  2-5   3      0  0.00  1.00
  2-5   4      0  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
 5-10   1     61  0.00  1.00
 5-10   2     56  0.00  1.00
 5-10   3    118  0.00  1.00
 5-10   4     48  0.00  1.00
10-15   1     36  1.00  0.00
10-15   2     56  1.00  0.00
10-15   3    115  1.00  0.00
10-15   4    140  1.00  0.00
15-20   1      3  1.00  0.00
15-20   2      2  1.00  0.00
15-20   3      4  1.00  0.00
15-20   4      9  1.00  0.00
20-30   1      3  1.00  0.00
20-30   2      2  1.00  0.00
20-30   3      2  1.00  0.00
20-30   4      1  1.00  0.00
30-40   1      1  1.00  0.00
30-40   2      0  1.00  0.00
30-40   3      2  1.00  0.00
30-40   4      0  0.00  0.00
40-50   1      3  1.00  0.00
40-50   2      0  1.00  0.00
40-50   3      0  1.00  0.00
40-50   4      0  0.00  0.00
50-60   1      0  1.00  0.00
50-60   2      0  1.00  0.00
50-60   3      0  1.00  0.00
50-60   4      0  0.00  0.00
60-70   1      0  1.00  0.00
60-70   2      0  1.00  0.00
60-70   3      0  1.00  0.00
60-70   4      0  0.00  0.00


  25                   : lake code
Eden Lk             Ey-m#20111,DAT# A61400
940908                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
C.C.10%,AT11.8,H2O 16.5
Processed by S.T.091694, species reassigned by pr, 22Feb95.                                                   

depth / transect / targets / %sockeye / %stickleback

  2-5   1      4  0.00  1.00
  2-5   2      2  0.00  1.00
  2-5   3      0  0.00  1.00
  2-5   4      0  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
 5-10   1     61  1.00  0.00
 5-10   2     56  1.00  0.00
 5-10   3    118  0.00  1.00
 5-10   4     48  1.00  0.00
10-15   1     36  1.00  0.00
10-15   2     56  1.00  0.00
10-15   3    115  1.00  0.00
10-15   4    140  1.00  0.00
15-20   1      3  1.00  0.00
15-20   2      2  1.00  0.00
15-20   3      4  1.00  0.00
15-20   4      9  1.00  0.00
20-30   1      3  1.00  0.00
20-30   2      2  1.00  0.00
20-30   3      2  1.00  0.00
20-30   4      1  1.00  0.00
30-40   1      1  1.00  0.00
30-40   2      0  1.00  0.00
30-40   3      2  1.00  0.00
30-40   4      0  0.00  0.00
40-50   1      3  1.00  0.00
40-50   2      0  1.00  0.00
40-50   3      0  1.00  0.00
40-50   4      0  0.00  0.00
50-60   1      0  1.00  0.00
50-60   2      0  1.00  0.00
50-60   3      0  1.00  0.00
50-60   4      0  0.00  0.00
60-70   1      0  1.00  0.00
60-70   2      0  1.00  0.00
60-70   3      0  1.00  0.00
60-70   4      0  0.00  0.00


   1                   : lake code
GCL                 processed by pr, 25Oct94.
941020                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
patchy cld, fll mn, AT 11, ST 15degC.
very bright. processed by pr, 25Oct94.                                                                        

depth / transect / targets / %sockeye / %stickleback

  2-5   1      5  1.00  0.00
  2-5   2     14  1.00  0.00
  2-5   3     11  1.00  0.00
  2-5   4     31  1.00  0.00
  2-5   5     10  1.00  0.00
  2-5   6      8  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     44  1.00  0.00
 5-10   2     93  1.00  0.00
 5-10   3     34  1.00  0.00
 5-10   4     31  1.00  0.00
 5-10   5     12  1.00  0.00
 5-10   6     15  1.00  0.00
10-15   1     30  1.00  0.00
10-15   2    123  1.00  0.00
10-15   3     77  1.00  0.00
10-15   4    250  1.00  0.00
10-15   5    281  1.00  0.00
10-15   6    117  1.00  0.00
15-20   1     43  1.00  0.00
15-20   2     57  1.00  0.00
15-20   3    101  1.00  0.00
15-20   4    338  1.00  0.00
15-20   5    179  1.00  0.00
15-20   6    115  1.00  0.00
20-30   1     48  1.00  0.00
20-30   2     64  1.00  0.00
20-30   3     75  1.00  0.00
20-30   4    169  1.00  0.00
20-30   5     98  1.00  0.00
20-30   6     61  1.00  0.00
30-40   1     49  1.00  0.00
30-40   2     36  1.00  0.00
30-40   3     63  1.00  0.00
30-40   4     53  1.00  0.00
30-40   5     37  1.00  0.00
30-40   6     21  1.00  0.00
40-50   1     37  1.00  0.00
40-50   2     21  1.00  0.00
40-50   3     36  1.00  0.00
40-50   4     24  1.00  0.00
40-50   5     19  1.00  0.00
40-50   6     10  1.00  0.00
50-60   1      8  1.00  0.00
50-60   2      6  1.00  0.00
50-60   3      8  1.00  0.00
50-60   4      1  1.00  0.00
50-60   5      0  1.00  0.00
50-60   6      2  1.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00
60-70   5      0  0.00  0.00
60-70   6      0  0.00  0.00
70-80   1      0  0.00  0.00
70-80   2      0  0.00  0.00
70-80   3      0  0.00  0.00
70-80   4      0  0.00  0.00
70-80   5      0  0.00  0.00
70-80   6      0  0.00  0.00
80-90   1      0  0.00  0.00
80-90   2      0  0.00  0.00
80-90   3      0  0.00  0.00
80-90   4      0  0.00  0.00
80-90   5      0  0.00  0.00
80-90   6      0  0.00  0.00
90-100  1      0  0.00  0.00
90-100  2      0  0.00  0.00
90-100  3      0  0.00  0.00
90-100  4      0  0.00  0.00
90-100  5      0  0.00  0.00
90-100  6      0  0.00  0.00


   1                   : lake code
GCL                 Processed by A.R. Jan 30th, 1995 
950125                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
CC 100%, No Moon, Wind Calm to Light, Waves nil,PP
EY-M 20069, DAT A83289 Processed by A.R. Jan 30th, 1995                                                       

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  1.00  0.00
  2-5   2      0  0.81  0.19
  2-5   3      0  0.81  0.19
  2-5   4      0  0.81  0.19
  2-5   5      1  0.81  0.19
  2-5   6      0  0.81  0.19
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1      7  1.00  0.00
 5-10   2     27  0.81  0.19
 5-10   3     24  0.81  0.19
 5-10   4     34  0.81  0.19
 5-10   5     86  0.81  0.19
 5-10   6     11  0.81  0.19
10-15   1     26  1.00  0.00
10-15   2     63  0.81  0.19
10-15   3     44  0.81  0.19
10-15   4     39  0.81  0.19
10-15   5    159  0.81  0.19
10-15   6     31  0.81  0.19
15-20   1     46  1.00  0.00
15-20   2     49  0.81  0.19
15-20   3     74  0.81  0.19
15-20   4     44  0.81  0.19
15-20   5    250  0.81  0.19
15-20   6     42  0.81  0.09
20-30   1    195  1.00  0.00
20-30   2    211  0.60  0.40
20-30   3    178  0.60  0.40
20-30   4    270  0.60  0.40
20-30   5    451  0.60  0.40
20-30   6    329  0.60  0.40
30-40   1    259  1.00  0.00
30-40   2     42  0.91  0.09
30-40   3    299  0.91  0.09
30-40   4    568  0.91  0.09
30-40   5    605  0.91  0.09
30-40   6    535  0.91  0.09
40-50   1    241  1.00  0.00
40-50   2    648  0.94  0.06
40-50   3    422  0.94  0.06
40-50   4    691  0.94  0.06
40-50   5    957  0.94  0.06
40-50   6    984  0.94  0.06
50-60   1    247  1.00  0.00
50-60   2    645  0.94  0.06
50-60   3    619  0.94  0.06
50-60   4    854  0.94  0.06
50-60   5    988  0.94  0.06
50-60   6   1214  0.94  0.06
60-70   1    146  1.00  0.00
60-70   2    339  0.94  0.06
60-70   3    442  0.94  0.06
60-70   4    512  0.94  0.06
60-70   5    649  0.94  0.06
60-70   6    860  0.94  0.06
70-80   1     32  1.00  0.06
70-80   2     27  0.94  0.06
70-80   3    108  0.94  0.06
70-80   4     87  0.94  0.06
70-80   5    146  0.94  0.06
70-80   6    250  0.94  0.06
80-90   1     10  1.00  0.00
80-90   2      5  0.94  0.06
80-90   3      2  0.94  0.06
80-90   4      6  0.94  0.06
80-90   5      7  0.94  0.06
80-90   6      5  0.94  0.06
90-100  1     13  1.00  0.00
90-100  2      1  0.94  0.06
90-100  3      0  0.94  0.06
90-100  4      1  0.94  0.06
90-100  5     19  0.94  0.06
90-100  6     13  0.94  0.06


   1                   : lake code
GCL                 processed by pr, 01Feb95.
950126                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain

P. Rankin estimate, some target overlap.                                                                      

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  1.00  0.00
  2-5   2      3  0.81  0.19
  2-5   3      0  1.00  0.00
  2-5   4      1  0.81  0.19
  2-5   5      1  0.81  0.19
  2-5   6      0  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     15  1.00  0.00
 5-10   2     25  0.81  0.19
 5-10   3     16  0.81  0.19
 5-10   4     29  0.81  0.19
 5-10   5     63  0.81  0.19
 5-10   6      7  0.81  0.19
10-15   1     48  1.00  0.00
10-15   2     70  0.81  0.19
10-15   3     29  0.81  0.19
10-15   4     32  0.81  0.19
10-15   5    117  0.81  0.19
10-15   6     34  0.81  0.19
15-20   1     94  1.00  0.00
15-20   2     48  0.81  0.19
15-20   3     71  0.81  0.19
15-20   4     41  0.81  0.19
15-20   5    200  0.81  0.19
15-20   6     45  0.81  0.19
20-30   1    336  1.00  0.00
20-30   2    179  0.60  0.40
20-30   3    144  0.60  0.40
20-30   4    214  0.60  0.40
20-30   5    386  0.60  0.40
20-30   6    269  0.60  0.40
30-40   1   1438  1.00  0.00
30-40   2    347  0.91  0.09
30-40   3    208  0.91  0.09
30-40   4    425  0.91  0.09
30-40   5    431  0.91  0.09
30-40   6    401  0.91  0.09
40-50   1    296  1.00  0.00
40-50   2    431  0.94  0.06
40-50   3    278  0.94  0.06
40-50   4    541  0.94  0.06
40-50   5    669  0.94  0.06
40-50   6    565  0.94  0.06
50-60   1    327  1.00  0.00
50-60   2    440  0.94  0.06
50-60   3    472  0.94  0.06
50-60   4    565  0.94  0.06
50-60   5    697  0.94  0.06
50-60   6   1085  0.94  0.06
60-70   1    181  1.00  0.00
60-70   2    235  0.94  0.06
60-70   3    386  0.94  0.06
60-70   4    364  0.94  0.06
60-70   5    408  0.94  0.06
60-70   6    708  0.94  0.06
70-80   1     53  1.00  0.00
70-80   2     23  0.94  0.06
70-80   3    111  0.94  0.06
70-80   4     68  0.94  0.06
70-80   5    105  0.94  0.06
70-80   6    154  0.94  0.06
80-90   1     14  1.00  0.00
80-90   2      7  0.94  0.06
80-90   3      2  0.94  0.06
80-90   4      5  0.94  0.06
80-90   5     10  0.94  0.06
80-90   6      8  0.94  0.06
90-100  1     12  1.00  0.00
90-100  2      1  0.94  0.06
90-100  3      2  0.94  0.06
90-100  4      1  0.94  0.06
90-100  5     12  0.94  0.06
90-100  6      7  0.94  0.06


   3                   : lake code
Henderson Lk        Processed by S.T. July 7/94
940626                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
100%cc,no rain,wind 5-10kts,AT14.2,ST14.3
EY-M#20111,20128. Processed by S.T. July 7/94                                                                 

depth / transect / targets / %sockeye / %stickleback

  2-5   1      1  0.78  0.22
  2-5   2     21  0.78  0.22
  2-5   3      2  0.78  0.22
  2-5   4      2  0.78  0.22
  2-5   5     17  0.78  0.22
  2-5   6      8  0.78  0.22
  2-5   7      6  0.78  0.22
  2-5   8      2  0.78  0.22
  2-5   9     33  0.78  0.22
  2-5  10      5  0.78  0.22
  2-5  11     19  0.78  0.22
  2-5  12      8  0.78  0.22
  2-5  13     33  0.78  0.22
  2-5  14      7  0.78  0.22
  2-5  15     11  0.78  0.22
  2-5  16     36  0.78  0.22
  2-5  17      6  0.78  0.22
  2-5  18     24  0.78  0.22
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
  3-5   7      0  0.00  0.00
  3-5   8      0  0.00  0.00
  3-5   9      0  0.00  0.00
  3-5  10      0  0.00  0.00
  3-5  11      0  0.00  0.00
  3-5  12      0  0.00  0.00
  3-5  13      0  0.00  0.00
  3-5  14      0  0.00  0.00
  3-5  15      0  0.00  0.00
  3-5  16      0  0.00  0.00
  3-5  17      0  0.00  0.00
  3-5  18      0  0.00  0.00
 5-10   1      0  1.00  0.00
 5-10   2     24  1.00  0.00
 5-10   3      2  1.00  0.00
 5-10   4      3  1.00  0.00
 5-10   5     27  1.00  0.00
 5-10   6     55  1.00  0.00
 5-10   7     38  1.00  0.00
 5-10   8      8  1.00  0.00
 5-10   9     40  1.00  0.00
 5-10  10      8  1.00  0.00
 5-10  11     47  1.00  0.00
 5-10  12     47  1.00  0.00
 5-10  13    166  1.00  0.00
 5-10  14     27  1.00  0.00
 5-10  15     68  1.00  0.00
 5-10  16    169  1.00  0.00
 5-10  17     58  1.00  0.00
 5-10  18     75  1.00  0.00
10-15   1    168  1.00  0.00
10-15   2    293  1.00  0.00
10-15   3     26  1.00  0.00
10-15   4     14  1.00  0.00
10-15   5    150  1.00  0.00
10-15   6    273  1.00  0.00
10-15   7     34  1.00  0.00
10-15   8    223  1.00  0.00
10-15   9    337  1.00  0.00
10-15  10     53  1.00  0.00
10-15  11    357  1.00  0.00
10-15  12    353  1.00  0.00
10-15  13    369  1.00  0.00
10-15  14     41  1.00  0.00
10-15  15     54  1.00  0.00
10-15  16    235  1.00  0.00
10-15  17    267  1.00  0.00
10-15  18    415  1.00  0.00
15-20   1   1200  1.00  0.00
15-20   2   1050  1.00  0.00
15-20   3    588  1.00  0.00
15-20   4    201  1.00  0.00
15-20   5    544  1.00  0.00
15-20   6    353  1.00  0.00
15-20   7     48  1.00  0.00
15-20   8   2575  1.00  0.00
15-20   9   1975  1.00  0.00
15-20  10    764  1.00  0.00
15-20  11   1225  1.00  0.00
15-20  12    623  1.00  0.00
15-20  13    620  1.00  0.00
15-20  14     52  1.00  0.00
15-20  15    155  1.00  0.00
15-20  16    466  1.00  0.00
15-20  17    348  1.00  0.00
15-20  18   1308  1.00  0.00
20-30   1    575  1.00  0.00
20-30   2    756  1.00  0.00
20-30   3    324  1.00  0.00
20-30   4    294  1.00  0.00
20-30   5    568  1.00  0.00
20-30   6    533  1.00  0.00
20-30   7    156  1.00  0.00
20-30   8    717  1.00  0.00
20-30   9   1720  1.00  0.00
20-30  10    575  1.00  0.00
20-30  11   1279  1.00  0.00
20-30  12    949  1.00  0.00
20-30  13   1248  1.00  0.00
20-30  14    256  1.00  0.00
20-30  15    871  1.00  0.00
20-30  16   1579  1.00  0.00
20-30  17    712  1.00  0.00
20-30  18   1698  1.00  0.00
30-40   1      4  1.00  0.00
30-40   2     14  1.00  0.00
30-40   3     14  1.00  0.00
30-40   4     17  1.00  0.00
30-40   5     44  1.00  0.00
30-40   6     74  1.00  0.00
30-40   7      8  1.00  0.00
30-40   8     15  1.00  0.00
30-40   9     60  1.00  0.00
30-40  10     31  1.00  0.00
30-40  11     88  1.00  0.00
30-40  12    143  1.00  0.00
30-40  13    155  1.00  0.00
30-40  14     65  1.00  0.00
30-40  15    155  1.00  0.00
30-40  16    265  1.00  0.00
30-40  17    138  1.00  0.00
30-40  18    203  1.00  0.00
40-50   1      0  1.00  0.00
40-50   2      1  1.00  0.00
40-50   3      0  1.00  0.00
40-50   4      0  1.00  0.00
40-50   5      0  1.00  0.00
40-50   6      0  1.00  0.00
40-50   7      0  1.00  0.00
40-50   8      0  1.00  0.00
40-50   9      0  1.00  0.00
40-50  10      0  1.00  0.00
40-50  11      2  1.00  0.00
40-50  12      1  1.00  0.00
40-50  13      0  1.00  0.00
40-50  14      0  1.00  0.00
40-50  15      2  1.00  0.00
40-50  16      0  1.00  0.00
40-50  17      0  1.00  0.00
40-50  18      0  1.00  0.00
50-60   1      0  1.00  0.00
50-60   2      0  1.00  0.00
50-60   3      0  1.00  0.00
50-60   4      0  1.00  0.00
50-60   5      0  1.00  0.00
50-60   6      0  1.00  0.00
50-60   7      0  1.00  0.00
50-60   8      0  1.00  0.00
50-60   9      0  1.00  0.00
50-60  10      0  1.00  0.00
50-60  11      0  1.00  0.00
50-60  12      0  1.00  0.00
50-60  13      0  1.00  0.00
50-60  14      0  1.00  0.00
50-60  15      0  1.00  0.00
50-60  16      0  1.00  0.00
50-60  17      0  1.00  0.00
50-60  18      0  1.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00
60-70   5      0  0.00  0.00
60-70   6      0  0.00  0.00
60-70   7      0  0.00  0.00
60-70   8      0  0.00  0.00
60-70   9      0  0.00  0.00
60-70  10      0  0.00  0.00
60-70  11      0  0.00  0.00
60-70  12      0  0.00  0.00
60-70  13      0  0.00  0.00
60-70  14      0  0.00  0.00
60-70  15      0  0.00  0.00
60-70  16      0  0.00  0.00
60-70  17      0  0.00  0.00
60-70  18      0  0.00  0.00


   3                   : lake code
Henderson Lk        7
940810                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
c.c.20%,winds 10kts.,waves 10cm.
Aa.T. 16.0,H2O 19.6, no moon. Processed by S.T.                                                               

