"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Hobiton Lake","1987",1987-07-24,NA,NA,NA,3,0,0,8,8,0,0
"Hobiton Lake","1987",1987-08-13,"SIMRAD               ",11,1731,1,0,0,1,1,0,0
"Hobiton Lake","1987",1987-08-14,NA,NA,NA,5,0,0,8,8,0,0
"Hobiton Lake","1987",1987-08-15,NA,NA,NA,9,0,0,23,23,0,0
"Hobiton Lake","1987",1987-09-25,"SIMRAD               ",11,1618,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1987",1987-09-26,NA,NA,NA,3,1,0,6,6,0,0
"Hobiton Lake","1987",1987-09-27,NA,NA,NA,1,0,0,4,4,0,0
"Hobiton Lake","1987",1987-10-17,"SIMRAD               ",11,1688,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1987",1987-10-18,NA,NA,NA,1,0,0,1,1,0,0
"Hobiton Lake","1987",1987-11-25,"SIMRAD               ",11,1043,6,0,0,26,26,0,0
"Hobiton Lake","1987",1987-11-26,NA,NA,NA,1,0,0,9,9,0,0
"Hobiton Lake","1987",1988-02-26,"SIMRAD               ",11,867,1,0,0,2,1,1,0
"Hobiton Lake","1987",1988-02-27,NA,NA,NA,5,0,0,7,7,0,0
"Hobiton Lake","1988",1988-06-01,"SIMRAD               ",11,1718,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1988",1988-06-02,NA,NA,NA,3,1,0,92,92,0,0
"Hobiton Lake","1988",1988-06-14,"SIMRAD               ",11,1546,2,0,0,24,24,0,0
"Hobiton Lake","1988",1988-06-15,NA,NA,NA,3,0,0,102,102,0,0
"Hobiton Lake","1988",1988-06-29,"SIMRAD               ",11,2117,1,0,0,26,26,0,0
"Hobiton Lake","1988",1988-06-30,NA,NA,NA,3,0,0,55,55,0,0
"Hobiton Lake","1988",1988-07-01,NA,NA,NA,1,0,0,41,41,0,0
"Hobiton Lake","1988",1988-07-09,"SIMRAD               ",11,1313,1,0,0,209,209,0,0
"Hobiton Lake","1988",1988-07-10,NA,NA,NA,2,0,0,197,197,0,0
"Hobiton Lake","1988",1988-07-22,"SIMRAD               ",11,2945,1,0,0,82,82,0,0
"Hobiton Lake","1988",1988-07-23,NA,NA,NA,3,0,0,127,127,0,0
"Hobiton Lake","1988",1988-08-18,"SIMRAD               ",11,3531,4,0,0,87,87,0,0
"Hobiton Lake","1988",1988-08-19,NA,NA,NA,4,2,0,131,126,5,0
"Hobiton Lake","1988",1988-08-26,"SIMRAD               ",11,4644,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1988",1989-03-06,"SIMRAD               ",11,5509,3,0,0,10,8,2,0
"Hobiton Lake","1988",1989-03-07,NA,NA,NA,9,2,0,98,96,2,0
"Hobiton Lake","1989",1989-05-29,"SIMRAD               ",11,6384,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1989-05-30,NA,NA,NA,5,3,0,65,65,0,0
"Hobiton Lake","1989",1989-06-23,"SIMRAD               ",11,1911,3,1,0,51,51,0,0
"Hobiton Lake","1989",1989-06-30,"SIMRAD               ",11,1648,2,1,0,68,68,0,0
"Hobiton Lake","1989",1989-07-01,NA,NA,NA,3,1,0,5,2,3,0
"Hobiton Lake","1989",1989-07-10,"SIMRAD               ",11,1721,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1989-07-11,NA,NA,NA,3,1,0,274,274,0,0
"Hobiton Lake","1989",1989-07-21,NA,NA,NA,4,1,0,155,154,1,0
"Hobiton Lake","1989",1989-07-29,"SIMRAD               ",11,1891,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1989-08-31,"SIMRAD               ",11,2910,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1989-09-01,NA,NA,NA,3,0,0,136,136,0,0
"Hobiton Lake","1989",1989-09-19,"SIMRAD               ",11,6060,3,0,0,20,8,0,12
"Hobiton Lake","1989",1989-09-20,NA,NA,NA,1,0,0,42,42,0,0
"Hobiton Lake","1989",1989-09-21,"SIMRAD               ",11,2947,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1989-10-25,"SIMRAD               ",11,2372,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1989",1990-02-22,"SIMRAD               ",11,1905,5,0,0,33,33,0,0
"Hobiton Lake","1989",1990-02-23,NA,NA,NA,3,1,0,20,20,0,0
"Hobiton Lake","1990",1990-05-29,"SIMRAD               ",11,2289,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1990",1990-06-02,NA,NA,NA,2,0,0,2,2,0,0
"Hobiton Lake","1990",1990-06-18,"SIMRAD               ",11,1489,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1990",1990-06-19,NA,NA,NA,4,2,0,110,109,1,0
"Hobiton Lake","1990",1990-06-26,NA,NA,NA,3,0,0,15,15,0,0
"Hobiton Lake","1990",1990-06-27,"SIMRAD               ",11,1161,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1990",1990-07-22,"SIMRAD               ",11,1196,7,1,0,87,87,0,0
"Hobiton Lake","1990",1990-08-06,"SIMRAD               ",11,2605,6,2,0,108,106,2,0
"Hobiton Lake","1990",1990-09-20,NA,NA,NA,3,0,0,47,47,0,0
"Hobiton Lake","1990",1990-10-04,"SIMRAD               ",11,2353,2,0,0,43,42,1,0
"Hobiton Lake","1990",1990-10-05,NA,NA,NA,7,2,0,56,56,0,0
"Hobiton Lake","1990",1991-02-20,NA,NA,NA,4,0,0,16,15,1,0
"Hobiton Lake","1990",1991-02-21,NA,NA,NA,3,0,0,11,11,0,0
"Hobiton Lake","1991",1991-05-23,"SIMRAD               ",11,739,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1991",1991-05-24,NA,NA,NA,4,0,0,106,105,1,0
"Hobiton Lake","1991",1991-06-26,"SIMRAD               ",11,892,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1991",1991-06-27,NA,NA,NA,3,0,0,74,74,0,0
"Hobiton Lake","1991",1991-07-21,"SIMRAD               ",11,1662,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1991",1991-07-22,"BIOSONICS G12        ",11,1108,4,0,0,50,50,0,0
"Hobiton Lake","1991",1991-08-15,"SIMRAD               ",11,2143,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1991",1991-08-16,NA,NA,NA,3,0,0,25,25,0,0
"Hobiton Lake","1991",1991-10-10,"SIMRAD               ",11,4334,7,0,0,32,32,0,0
"Hobiton Lake","1991",1992-02-18,"SIMRAD               ",11,2483,5,0,0,17,17,0,0
"Hobiton Lake","1991",1992-02-19,NA,NA,NA,1,0,0,9,9,0,0
"Hobiton Lake","1992",1992-05-27,"SIMRAD               ",11,1903,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-06-16,"SIMRAD               ",11,2282,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-06-24,"SIMRAD               ",11,1646,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-08-06,"SIMRAD               ",11,2125,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-08-07,"SIMRAD               ",11,2226,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-08-19,"SIMRAD               ",11,2514,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-09-01,"SIMRAD               ",11,2267,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-09-02,"SIMRAD               ",11,2717,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-09-03,"SIMRAD               ",11,2281,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-09-04,"SIMRAD               ",11,1701,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1992",1992-11-27,"SIMRAD               ",11,2102,4,1,0,25,25,0,0
"Hobiton Lake","1992",1992-11-28,NA,NA,NA,6,1,0,77,77,0,0
"Hobiton Lake","1992",1993-02-24,"SIMRAD               ",11,1668,2,0,0,30,30,0,0
"Hobiton Lake","1992",1993-02-25,NA,NA,NA,3,0,0,48,48,0,0
"Hobiton Lake","1993",1993-06-30,"SIMRAD               ",11,1930,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1993-07-14,"SIMRAD               ",11,2041,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1993-07-15,"SIMRAD               ",11,2189,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1993-08-11,"SIMRAD               ",11,1757,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1993-08-12,"SIMRAD               ",11,1996,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1993-10-27,"SIMRAD               ",11,3055,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1993",1994-02-19,"SIMRAD               ",11,1966,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-06-22,"SIMRAD               ",11,2548,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-07-26,"SIMRAD               ",11,3991,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-07-27,"SIMRAD               ",11,3062,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-08-13,"SIMRAD               ",11,4428,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-08-14,"SIMRAD               ",11,3987,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1994-11-24,"SIMRAD               ",11,3981,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1994",1995-03-03,"SIMRAD               ",11,1777,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-06-23,"SIMRAD               ",11,845,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-06-24,"SIMRAD               ",11,870,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-06-25,"SIMRAD               ",11,822,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-07-29,"SIMRAD               ",11,1016,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-07-30,"SIMRAD               ",11,1208,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-07-31,"SIMRAD               ",11,990,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-08-30,"SIMRAD               ",11,1621,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1995-08-31,"SIMRAD               ",11,1748,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1995",1996-02-15,"SIMRAD               ",11,895,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1996",1996-07-30,"SIMRAD               ",11,665,NA,NA,NA,NA,NA,NA,NA
"Hobiton Lake","1996",1996-07-31,NA,NA,NA,5,0,0,17,17,0,0
"Hobiton Lake","1996",1996-08-31,"SIMRAD               ",11,928,6,0,0,24,24,0,0
"Hobiton Lake","1996",1997-02-08,"SIMRAD               ",11,933,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1979",1979-07-27,"FURUNO FE 501        ",9,665,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1979",1979-07-28,NA,NA,NA,1,0,32,6,6,0,0
"Ian Lake","1979",1979-07-29,NA,NA,NA,4,0,120,79,79,0,0
"Ian Lake","1980",1980-07-24,"FURUNO FM22          ",9,302,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1980",1980-07-25,NA,NA,NA,2,1,60,3,3,0,0
"Ian Lake","1980",1980-07-26,NA,NA,NA,3,0,90,16,15,1,0
"Ian Lake","1981",1981-10-11,"FURUNO FM 22         ",9,124,5,0,115,8,4,0,4
"Ian Lake","1982",1982-09-30,"FURUNO FM 22         ",9,394,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1982",1982-10-01,NA,NA,NA,4,0,80,8,6,0,2
"Ian Lake","1983",1983-09-01,"FURUNO FM 22         ",9,412,5,1,95,14,6,6,2
"Ian Lake","1984",1984-09-08,"FURUNO FM 22         ",9,274,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1984",1984-09-09,NA,NA,NA,4,1,60,6,3,3,0
"Ian Lake","1985",1985-08-31,"SIMRAD               ",9,292,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1985",1985-09-01,NA,NA,NA,3,0,45,4,4,0,0
"Ian Lake","1986",1986-09-05,"FURUNO FM 22         ",9,239,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1986",1986-09-06,"SIMRAD               ",9,429,1,0,15,1,1,0,0
"Ian Lake","1989",1989-08-16,"SIMRAD               ",9,305,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1991",1991-10-23,"SIMRAD               ",9,210,3,0,0,7,7,0,0
"Ian Lake","1993",1993-08-21,"SIMRAD               ",9,475,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1994",1994-09-06,"SIMRAD               ",9,667,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1994",1994-09-07,"SIMRAD               ",9,667,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1994",1994-09-08,"SIMRAD               ",9,667,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1995",1995-09-05,"SIMRAD               ",9,740,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1995",1995-09-06,"SIMRAD               ",9,740,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1996",1996-09-12,"SIMRAD               ",9,357,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","1996",1996-09-13,NA,NA,NA,5,2,0,16,12,4,0
"Ian Lake","1996",1996-10-13,NA,NA,NA,1,0,0,2,2,0,0
"Ian Lake","1997",1997-09-18,"SIMRAD               ",9,606,NA,NA,NA,NA,NA,NA,NA
"Ian Lake","2003",2003-09-08,"SIMRAD               ",9,465,NA,NA,NA,NA,NA,NA,NA
"Ingram Lake","1988",1988-08-29,"SIMRAD               ",6,564,1,0,0,3,3,0,0
"Ingram Lake","1988",1988-08-30,NA,NA,NA,3,0,0,13,13,0,0
"Jansen Lake","1983",1983-11-07,"FURUNO FM 22         ",5,238,6,1,65,32,29,1,2
"Jansen Lake","1984",1984-08-19,"FURUNO FM 22         ",5,354,3,1,45,11,8,3,0
"Jansen Lake","1984",1984-08-20,NA,NA,NA,1,0,15,7,7,0,0
"Jansen Lake","1985",1985-08-24,"SIMRAD               ",5,778,NA,NA,NA,NA,NA,NA,NA
"Jansen Lake","1985",1985-08-25,NA,NA,NA,4,1,60,14,9,5,0
"Jansen Lake","1985",1985-11-08,"SIMRAD               ",5,605,3,0,45,11,10,1,0
"Jansen Lake","1985",1985-11-09,NA,NA,NA,1,0,15,2,2,0,0
"Jansen Lake","1985",1986-02-12,"SIMRAD               ",5,1380,4,0,60,24,24,0,0
"Jansen Lake","1985",1986-02-13,"SIMRAD               ",5,54,NA,NA,NA,NA,NA,NA,NA
"Johanson Lake","1994",1994-08-25,"SIMRAD               ",6,149,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1977",1977-08-16,NA,NA,NA,2,0,40,202,178,24,0
"Kennedy Lake (Clay)","1977",1977-08-17,NA,NA,NA,1,0,20,64,50,14,0
"Kennedy Lake (Clay)","1977",1977-09-21,"FURUNO FG 21         ",16,3447,5,0,100,453,99,354,0
"Kennedy Lake (Clay)","1977",1977-09-22,NA,NA,NA,1,0,20,29,19,10,0
"Kennedy Lake (Clay)","1977",1977-10-26,"FURUNO FM 22         ",16,7341,5,0,100,391,175,216,0
"Kennedy Lake (Clay)","1977",1978-02-07,"FURUNO FM 22         ",16,4549,4,0,80,105,54,51,0
"Kennedy Lake (Clay)","1977",1978-02-08,NA,NA,NA,1,0,20,18,7,11,0
"Kennedy Lake (Clay)","1978",1978-07-19,NA,NA,NA,1,0,20,106,56,50,0
"Kennedy Lake (Clay)","1978",1978-08-15,"FURUNO FM 22         ",16,5233,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1978",1978-08-16,NA,NA,NA,3,0,35,681,142,539,0
"Kennedy Lake (Clay)","1978",1978-09-13,NA,NA,NA,2,0,32,221,68,153,0
"Kennedy Lake (Clay)","1978",1978-09-14,NA,NA,NA,2,0,17,247,207,40,0
"Kennedy Lake (Clay)","1978",1978-11-15,"FURUNO FG 200        ",16,16219,3,0,55,224,50,174,0
"Kennedy Lake (Clay)","1978",1978-11-16,NA,NA,NA,1,0,20,132,43,89,0
"Kennedy Lake (Clay)","1978",1978-11-30,NA,NA,NA,5,0,82,319,118,201,0
"Kennedy Lake (Clay)","1978",1979-03-28,NA,NA,NA,3,0,60,274,0,274,0
"Kennedy Lake (Clay)","1979",1979-07-25,NA,NA,NA,1,0,5,182,0,182,0
"Kennedy Lake (Clay)","1979",1979-07-26,NA,NA,NA,4,0,35,660,146,514,0
"Kennedy Lake (Clay)","1979",1979-09-11,NA,NA,NA,5,0,50,385,106,279,0
"Kennedy Lake (Clay)","1979",1979-09-12,NA,NA,NA,2,0,20,135,11,124,0
"Kennedy Lake (Clay)","1979",1979-11-06,NA,NA,NA,5,0,61,773,76,697,0
"Kennedy Lake (Clay)","1979",1979-11-07,NA,NA,NA,1,0,5,79,3,76,0
"Kennedy Lake (Clay)","1979",1980-01-23,"FURUNO FM 22         ",16,13731,5,0,55,374,71,303,0
"Kennedy Lake (Clay)","1980",1981-02-04,"FURUNO FM 22         ",16,13028,4,0,60,502,116,386,0
"Kennedy Lake (Clay)","1981",1981-09-02,"FURUNO FM 22         ",16,3313,4,1,70,381,25,356,0
"Kennedy Lake (Clay)","1981",1981-09-03,NA,NA,NA,3,1,45,178,114,64,0
"Kennedy Lake (Clay)","1981",1981-09-04,NA,NA,NA,1,1,15,126,3,123,0
"Kennedy Lake (Clay)","1981",1981-12-16,"FURUNO FM 22         ",16,6077,2,2,40,161,43,117,1
"Kennedy Lake (Clay)","1981",1982-03-10,"FURUNO FM 22         ",16,3955,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1981",1982-03-11,NA,NA,NA,4,0,65,172,41,114,17
"Kennedy Lake (Clay)","1981",1982-03-12,NA,NA,NA,2,0,30,79,20,47,12
"Kennedy Lake (Clay)","1982",1982-07-15,"FURUNO FM 22         ",16,3142,2,1,36,136,129,7,0
"Kennedy Lake (Clay)","1982",1982-07-16,NA,NA,NA,2,0,21,496,488,8,0
"Kennedy Lake (Clay)","1982",1982-09-14,"FURUNO FM  22        ",16,7136,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1982",1982-09-15,NA,NA,NA,3,0,25,511,211,299,1
"Kennedy Lake (Clay)","1982",1982-09-16,NA,NA,NA,2,1,20,127,103,24,0
"Kennedy Lake (Clay)","1982",1983-03-24,NA,NA,NA,5,1,85,135,71,64,0
"Kennedy Lake (Clay)","1982",1983-03-25,"FURUNO FM 22         ",16,5681,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1983",1983-09-14,"SIMRAD               ",16,11896,3,1,30,325,270,53,2
"Kennedy Lake (Clay)","1983",1983-09-15,NA,NA,NA,2,0,20,307,34,273,0
"Kennedy Lake (Clay)","1983",1983-10-05,"FURUNO FM 22         ",16,7778,5,1,50,207,146,59,2
"Kennedy Lake (Clay)","1984",1984-05-01,"FURUNO FM 22         ",16,2755,2,0,15,195,148,47,0
"Kennedy Lake (Clay)","1984",1984-05-02,NA,NA,NA,10,0,158,1570,1354,216,0
"Kennedy Lake (Clay)","1984",1984-05-03,NA,NA,NA,7,0,105,908,881,27,0
"Kennedy Lake (Clay)","1984",1984-05-29,"FURUNO FM 22         ",16,1312,3,2,45,260,153,107,0
"Kennedy Lake (Clay)","1984",1984-05-30,NA,NA,NA,8,0,105,548,489,59,0
"Kennedy Lake (Clay)","1984",1984-05-31,NA,NA,NA,7,0,105,452,431,21,0
"Kennedy Lake (Clay)","1984",1984-06-12,"FURUNO FM 22         ",16,1066,1,0,15,58,58,0,0
"Kennedy Lake (Clay)","1984",1984-06-13,NA,NA,NA,13,2,195,772,741,31,0
"Kennedy Lake (Clay)","1984",1984-06-14,NA,NA,NA,5,0,75,609,599,10,0
"Kennedy Lake (Clay)","1984",1984-06-25,"FURUNO FM 22         ",16,1567,2,0,28,160,155,5,0
"Kennedy Lake (Clay)","1984",1984-06-26,NA,NA,NA,10,2,140,987,889,98,0
"Kennedy Lake (Clay)","1984",1984-06-27,NA,NA,NA,6,0,90,632,617,15,0
"Kennedy Lake (Clay)","1984",1984-07-02,"FURUNO FM 22         ",16,2351,1,0,15,48,19,29,0
"Kennedy Lake (Clay)","1984",1984-07-03,NA,NA,NA,6,0,100,544,494,50,0
"Kennedy Lake (Clay)","1984",1984-07-04,NA,NA,NA,7,0,105,637,600,37,0
"Kennedy Lake (Clay)","1984",1984-07-05,NA,NA,NA,5,2,85,296,236,60,0
"Kennedy Lake (Clay)","1984",1984-07-10,"FURUNO FM 22         ",16,2146,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-07-11,NA,NA,NA,5,2,75,38,28,10,0
"Kennedy Lake (Clay)","1984",1984-07-12,NA,NA,NA,13,0,180,214,163,51,0
"Kennedy Lake (Clay)","1984",1984-07-13,NA,NA,NA,2,0,30,54,51,3,0
"Kennedy Lake (Clay)","1984",1984-07-15,"FURUNO FM 22         ",16,2496,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-07-16,NA,NA,NA,9,1,90,128,23,105,0
"Kennedy Lake (Clay)","1984",1984-07-17,NA,NA,NA,13,2,135,179,118,61,0
"Kennedy Lake (Clay)","1984",1984-07-18,NA,NA,NA,1,0,15,27,26,1,0
"Kennedy Lake (Clay)","1984",1984-07-23,"FURUNO FM 22         ",16,3348,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-07-24,NA,NA,NA,4,0,45,247,146,101,0
"Kennedy Lake (Clay)","1984",1984-07-25,NA,NA,NA,6,0,90,511,457,54,0
"Kennedy Lake (Clay)","1984",1984-07-26,NA,NA,NA,9,1,75,651,257,394,0
"Kennedy Lake (Clay)","1984",1984-08-01,"FURUNO FM 22         ",16,4420,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-08-02,NA,NA,NA,14,2,180,481,265,216,0
"Kennedy Lake (Clay)","1984",1984-08-03,NA,NA,NA,6,0,30,443,18,425,0
"Kennedy Lake (Clay)","1984",1984-08-14,"SIMRAD               ",16,7046,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-08-15,NA,NA,NA,14,3,135,467,173,294,0
"Kennedy Lake (Clay)","1984",1984-08-16,NA,NA,NA,7,0,75,182,78,104,0
"Kennedy Lake (Clay)","1984",1984-09-26,"FURUNO FM 22         ",16,9980,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1984-09-27,NA,NA,NA,16,1,165,1694,320,1374,0
"Kennedy Lake (Clay)","1984",1984-09-28,NA,NA,NA,2,0,30,50,20,30,0
"Kennedy Lake (Clay)","1984",1984-11-17,"FURUNO FM 22         ",16,15390,7,3,105,136,39,97,0
"Kennedy Lake (Clay)","1984",1984-11-18,NA,NA,NA,16,0,150,600,91,509,0
"Kennedy Lake (Clay)","1984",1985-01-23,"FURUNO FM 22         ",16,9557,3,1,45,103,21,82,0
"Kennedy Lake (Clay)","1984",1985-01-23,"SIMRAD               ",16,34026,3,1,45,103,21,82,0
"Kennedy Lake (Clay)","1984",1985-01-24,NA,NA,NA,17,1,225,649,167,482,0
"Kennedy Lake (Clay)","1984",1985-01-25,"FURUNO FM 22         ",16,12071,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1985-01-26,"FURUNO FM 22         ",16,9557,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1984",1985-01-27,"SIMRAD               ",16,10362,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-04-02,"SIMRAD               ",16,12216,1,0,15,59,1,58,0
"Kennedy Lake (Clay)","1985",1985-04-03,"SIMRAD               ",16,10356,11,1,165,45,12,33,0
"Kennedy Lake (Clay)","1985",1985-04-04,NA,NA,NA,5,0,75,23,5,18,0
"Kennedy Lake (Clay)","1985",1985-05-31,"SIMRAD               ",16,1110,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-06-01,"SIMRAD               ",16,1114,3,1,45,34,2,32,0
"Kennedy Lake (Clay)","1985",1985-06-02,NA,NA,NA,9,3,135,104,9,95,0
"Kennedy Lake (Clay)","1985",1985-06-03,NA,NA,NA,4,3,60,61,3,58,0
"Kennedy Lake (Clay)","1985",1985-06-28,"SIMRAD               ",16,4025,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-06-29,"SIMRAD               ",16,4167,11,2,165,228,8,220,0
"Kennedy Lake (Clay)","1985",1985-06-30,"FURUNO FM 22         ",16,1326,10,0,150,222,23,199,0
"Kennedy Lake (Clay)","1985",1985-07-01,"FURUNO FM 22         ",16,1399,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-07-10,"SIMRAD               ",16,3439,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-07-11,"SIMRAD               ",16,3711,11,2,165,218,2,216,0
"Kennedy Lake (Clay)","1985",1985-07-12,"FURUNO FM 22         ",16,1439,9,0,135,650,0,650,0
"Kennedy Lake (Clay)","1985",1985-07-13,"FURUNO FM 22         ",16,1518,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-08-13,"SIMRAD               ",16,4579,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-08-14,"SIMRAD               ",16,5705,2,2,30,3,0,3,0
"Kennedy Lake (Clay)","1985",1985-08-15,"FURUNO FM 22         ",16,3060,14,0,210,226,0,226,0
"Kennedy Lake (Clay)","1985",1985-08-16,"FURUNO FM 22         ",16,3119,4,0,60,83,0,83,0
"Kennedy Lake (Clay)","1985",1985-08-17,"FURUNO FM 22         ",16,7788,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-09-17,"SIMRAD               ",16,5717,1,1,15,1,0,1,0
"Kennedy Lake (Clay)","1985",1985-09-18,"SIMRAD               ",16,6476,6,0,90,109,0,109,0
"Kennedy Lake (Clay)","1985",1985-09-19,"FURUNO FM 22         ",16,3202,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1985-10-30,"SIMRAD               ",16,6316,3,0,45,66,0,66,0
"Kennedy Lake (Clay)","1985",1985-10-31,"SIMRAD               ",16,8137,18,2,270,223,0,223,0
"Kennedy Lake (Clay)","1985",1985-11-01,"FURUNO FM 22         ",16,3826,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1985",1986-01-20,"SIMRAD               ",16,14887,7,1,105,69,0,69,0
"Kennedy Lake (Clay)","1985",1986-01-21,"FURUNO FM 22         ",16,5872,15,0,225,206,1,205,0
"Kennedy Lake (Clay)","1986",1986-06-25,"SIMRAD               ",16,4226,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1986",1986-06-26,NA,NA,NA,4,1,60,22,16,6,0
"Kennedy Lake (Clay)","1986",1986-08-26,"SIMRAD               ",16,7367,3,1,45,51,28,23,0
"Kennedy Lake (Clay)","1986",1986-08-27,NA,NA,NA,4,1,60,61,51,10,0
"Kennedy Lake (Clay)","1986",1986-09-16,"SIMRAD               ",16,7487,2,0,40,9,1,8,0
