"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Skaha Lake","2003",2003-05-28,"SIMRAD               ",9,1605,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2003",2003-09-22,"SIMRAD               ",9,1180,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2003",2003-09-23,"SIMRAD               ",9,1614,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2004-05-11,"SIMRAD               ",9,4449,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2004-05-12,"SIMRAD               ",9,2807,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2004-07-19,"SIMRAD               ",9,2981,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2004-11-02,"SIMRAD               ",9,3574,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2004-11-04,"SIMRAD               ",9,1357,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2004",2005-02-03,"SIMRAD               ",9,6139,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-05-24,"SIMRAD               ",9,8155,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-07-11,"SIMRAD               ",9,10231,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-08-02,"SIMRAD               ",9,10767,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-09-12,"SIMRAD               ",9,11093,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-10-02,"SIMRAD               ",9,10763,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2005-11-22,"SIMRAD               ",9,7594,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2005",2006-01-17,"SIMRAD               ",9,6493,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2006",2006-06-26,"SIMRAD               ",9,4342,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2006",2006-11-23,"SIMRAD               ",9,9580,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2006",2007-02-26,"SIMRAD               ",9,5467,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2007",2007-07-17,"SIMRAD               ",9,8594,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2007",2007-08-13,"SIMRAD               ",9,8256,NA,NA,NA,NA,NA,NA,NA
"Skaha_2007","2007",2007-07-17,"SIMRAD               ",15,9444,NA,NA,NA,NA,NA,NA,NA
"Skaha_2007","2007",2008-03-11,"SIMRAD               ",15,10076,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake","1985",1985-09-06,NA,NA,NA,9,2,133,377,187,190,0
"Skidegate Lake","1986",1986-08-16,NA,NA,NA,10,2,150,84,43,41,0
"Skidegate Lake","1987",1987-08-03,NA,NA,NA,5,2,0,15,4,11,0
"Skidegate Lake","1987",1987-10-26,NA,NA,NA,3,1,0,13,0,13,0
"Skidegate Lake","1987",1987-10-28,NA,NA,NA,6,0,0,27,6,21,0
"Skidegate Lake","1987",1987-10-29,NA,NA,NA,1,0,0,1,0,1,0
"Skidegate Lake","1988",1988-08-03,NA,NA,NA,8,2,0,39,15,24,0
"Skidegate Lake","1989",1989-05-07,NA,NA,NA,9,4,0,120,68,37,15
"Skidegate Lake","1989",1989-05-08,NA,NA,NA,11,1,0,118,103,4,11
"Skidegate Lake","1989",1989-05-13,NA,NA,NA,2,1,0,8,6,1,1
"Skidegate Lake","1989",1989-05-14,NA,NA,NA,13,0,0,144,43,26,75
"Skidegate Lake","1990",1990-08-20,NA,NA,NA,9,2,0,770,93,677,0
"Skidegate Lake","1990",1990-08-21,NA,NA,NA,6,1,0,34,11,23,0
"Skidegate Lake","1991",1991-10-29,NA,NA,NA,8,2,0,75,2,73,0
"Skidegate Lake","1992",1992-07-29,NA,NA,NA,1,1,0,9,0,9,0
"Skidegate Lake","1992",1992-07-30,NA,NA,NA,2,2,0,16,0,16,0
"Skidegate Lake","1992",1992-08-01,NA,NA,NA,1,0,0,52,11,41,0
"Skidegate Lake","1993",1993-05-09,NA,NA,NA,1,0,0,3,3,0,0
"Skidegate Lake","1996",1996-10-10,NA,NA,NA,2,0,0,82,2,80,0
"Skidegate Lake","1997",1997-09-23,NA,NA,NA,3,0,0,30,30,0,0
"Skidegate Lake NE","1985",1985-09-05,"SIMRAD               ",7,2798,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1986",1986-08-15,"SIMRAD               ",7,2124,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1987",1987-08-02,"SIMRAD               ",7,509,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1987",1987-10-27,"SIMRAD               ",7,910,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1988",1988-08-02,"SIMRAD               ",7,1014,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1989",1989-05-06,"SIMRAD               ",7,289,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1989",1989-08-12,"SIMRAD               ",7,771,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1990",1990-08-19,"SIMRAD               ",7,1454,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1991",1991-10-29,"SIMRAD               ",7,1104,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1992",1992-08-01,"SIMRAD               ",7,880,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1993",1993-08-17,"SIMRAD               ",7,1448,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1994",1994-08-30,"SIMRAD               ",7,1643,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1995",1995-08-30,"SIMRAD               ",7,2184,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1996",1996-09-09,"SIMRAD               ",7,3033,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1997",1997-09-22,"SIMRAD               ",7,2092,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1998",1998-09-13,"SIMRAD               ",7,1534,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","1999",1999-11-11,"SIMRAD               ",7,821,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake NE","2003",2003-09-09,"SIMRAD               ",7,1223,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1985",1985-09-05,"SIMRAD               ",3,655,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1986",1986-08-15,"SIMRAD               ",3,766,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1987",1987-08-02,"SIMRAD               ",3,323,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1987",1987-10-27,"SIMRAD               ",3,264,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1988",1988-08-02,"SIMRAD               ",3,434,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1989",1989-05-06,"SIMRAD               ",3,242,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1989",1989-08-12,"SIMRAD               ",3,427,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1990",1990-08-19,"SIMRAD               ",3,94,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1991",1991-10-29,"SIMRAD               ",3,723,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1992",1992-08-01,"SIMRAD               ",3,562,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1993",1993-08-17,"SIMRAD               ",3,570,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1994",1994-08-28,"SIMRAD               ",3,215,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1995",1995-08-30,"SIMRAD               ",3,959,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1996",1996-09-09,"SIMRAD               ",3,501,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1997",1997-09-22,"SIMRAD               ",3,391,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1998",1998-09-13,"SIMRAD               ",3,561,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","1999",1999-11-11,"SIMRAD               ",3,135,NA,NA,NA,NA,NA,NA,NA
"Skidegate Lake SW","2003",2003-09-09,"SIMRAD               ",3,415,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1979",1980-02-26,"FURUNO FM 22         ",11,8552,2,0,40,50,50,0,0
"Sproat Lake","1979",1980-03-02,NA,NA,NA,1,0,20,13,12,1,0
"Sproat Lake","1979",1980-03-03,NA,NA,NA,4,0,68,83,83,0,0
"Sproat Lake","1979",1980-03-04,NA,NA,NA,1,0,20,14,5,9,0
"Sproat Lake","1980",1981-01-20,"FURUNO FM 22         ",11,8548,1,0,20,25,11,14,0
"Sproat Lake","1980",1981-01-21,NA,NA,NA,6,0,101,242,229,13,0
"Sproat Lake","1981",1981-08-05,"FURUNO FM 22         ",11,4780,1,0,15,27,27,0,0
"Sproat Lake","1981",1981-08-06,NA,NA,NA,2,0,25,154,151,3,0
"Sproat Lake","1981",1981-09-29,"FURUNO FM 22         ",11,9400,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1981",1981-09-30,NA,NA,NA,4,0,135,190,190,0,0
"Sproat Lake","1981",1981-12-03,"FURUNO FM 22         ",11,7306,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1982",1982-08-25,"FURUNO FM 22         ",11,16791,2,1,30,13,13,0,0
"Sproat Lake","1982",1982-08-26,NA,NA,NA,3,0,51,196,190,6,0
"Sproat Lake","1982",1982-08-27,NA,NA,NA,1,0,5,97,84,13,0
"Sproat Lake","1982",1982-11-10,"FURUNO FM 22         ",11,6420,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1982",1983-03-02,"FURUNO FM 22         ",11,10277,2,0,40,57,57,0,0
"Sproat Lake","1982",1983-03-03,NA,NA,NA,3,0,60,136,135,1,0
"Sproat Lake","1983",1983-08-23,"SIMRAD               ",11,13756,4,1,49,16,13,1,2
"Sproat Lake","1983",1983-08-24,NA,NA,NA,2,0,30,161,161,0,0
"Sproat Lake","1983",1983-08-25,NA,NA,NA,3,0,55,54,54,0,0
"Sproat Lake","1983",1983-11-28,"FURUNO FM 22         ",11,10748,4,1,70,19,19,0,0
"Sproat Lake","1983",1983-11-29,NA,NA,NA,4,1,65,58,58,0,0
"Sproat Lake","1984",1984-10-01,"FURUNO FM 22         ",11,18514,2,0,30,61,60,1,0
"Sproat Lake","1984",1984-10-02,NA,NA,NA,4,1,60,65,65,0,0
"Sproat Lake","1985",1985-09-26,"SIMRAD               ",11,9985,2,0,30,4,4,0,0
"Sproat Lake","1985",1985-09-27,"FURUNO FM 22         ",11,7304,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1986",1986-08-27,"SIMRAD               ",11,9893,3,1,45,10,9,1,0
"Sproat Lake","1986",1986-08-28,"FURUNO FM 22         ",11,7608,2,0,30,24,24,0,0
"Sproat Lake","1986",1986-08-29,NA,NA,NA,4,0,60,85,85,0,0
"Sproat Lake","1986",1986-10-30,"SIMRAD               ",11,7143,4,0,60,86,84,2,0
"Sproat Lake","1986",1986-10-31,NA,NA,NA,2,0,30,17,17,0,0
"Sproat Lake","1986",1987-02-23,"SIMRAD               ",11,9387,2,0,0,4,4,0,0
"Sproat Lake","1986",1987-02-24,NA,NA,NA,3,1,0,7,6,1,0
"Sproat Lake","1987",1987-04-21,NA,NA,NA,1,1,0,1,0,1,0
"Sproat Lake","1987",1987-09-01,"SIMRAD               ",11,11364,3,0,0,16,16,0,0
"Sproat Lake","1987",1987-09-02,NA,NA,NA,3,0,0,54,53,1,0
"Sproat Lake","1987",1987-09-03,NA,NA,NA,1,0,0,3,3,0,0
"Sproat Lake","1987",1987-12-08,"SIMRAD               ",11,14328,4,1,0,43,41,2,0
"Sproat Lake","1987",1988-01-27,"SIMRAD               ",11,16754,4,0,0,27,27,0,0
"Sproat Lake","1987",1988-01-28,NA,NA,NA,1,0,0,25,25,0,0
"Sproat Lake","1988",1988-10-11,"SIMRAD               ",11,14470,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1989",1989-06-28,"SIMRAD               ",11,13735,1,0,0,11,11,0,0
"Sproat Lake","1989",1989-06-29,NA,NA,NA,1,0,0,84,84,0,0
"Sproat Lake","1989",1989-10-18,"SIMRAD               ",11,16227,2,0,0,138,138,0,0
"Sproat Lake","1989",1989-10-19,"SIMRAD               ",11,19168,3,1,0,66,65,1,0
"Sproat Lake","1989",1989-10-20,NA,NA,NA,1,0,0,4,4,0,0
"Sproat Lake","1989",1990-03-14,"SIMRAD               ",11,14424,1,0,0,4,4,0,0
"Sproat Lake","1990",1990-06-11,"SIMRAD               ",11,5784,1,0,0,1,1,0,0
"Sproat Lake","1990",1990-06-12,"SIMRAD               ",11,6864,7,1,0,130,130,0,0
"Sproat Lake","1990",1990-06-13,"SIMRAD               ",11,7516,2,1,0,53,53,0,0
"Sproat Lake","1990",1990-10-15,"SIMRAD               ",11,17737,2,0,0,21,21,0,0
"Sproat Lake","1990",1990-10-16,"SIMRAD               ",11,15778,3,1,0,8,8,0,0
"Sproat Lake","1990",1990-10-17,"SIMRAD               ",11,18613,3,0,0,23,23,0,0
"Sproat Lake","1990",1990-10-18,"SIMRAD               ",11,15689,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1990",1991-02-06,"SIMRAD               ",11,17292,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1990",1991-02-09,"SIMRAD               ",11,14911,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1991",1991-07-19,"SIMRAD               ",11,7489,1,0,0,1,1,0,0
"Sproat Lake","1991",1991-07-20,NA,NA,NA,6,1,0,112,109,3,0
"Sproat Lake","1991",1991-07-21,NA,NA,NA,2,0,0,66,66,0,0
"Sproat Lake","1991",1991-10-16,"SIMRAD               ",11,9859,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1991",1992-02-24,"SIMRAD               ",11,9079,4,1,0,18,18,0,0
"Sproat Lake","1991",1992-02-25,NA,NA,NA,4,0,0,72,34,38,0
"Sproat Lake","1992",1992-07-13,"SIMRAD               ",11,6798,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1992",1992-10-23,NA,NA,NA,1,0,0,33,33,0,0
"Sproat Lake","1992",1992-10-26,"SIMRAD               ",11,4824,2,1,0,9,9,0,0
"Sproat Lake","1992",1992-10-27,NA,NA,NA,1,0,0,123,122,1,0
"Sproat Lake","1992",1993-02-10,"SIMRAD               ",11,9796,3,1,0,19,19,0,0
"Sproat Lake","1992",1993-02-11,NA,NA,NA,4,0,0,57,52,5,0
"Sproat Lake","1993",1993-07-27,"SIMRAD               ",11,6078,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1993",1993-10-12,"SIMRAD               ",11,8843,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1993",1994-01-31,"SIMRAD               ",11,8945,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1994",1994-10-19,"SIMRAD               ",11,10116,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1994",1995-01-24,"SIMRAD               ",11,12714,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1995",1995-07-13,"SIMRAD               ",11,15235,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1995",1995-07-14,"SIMRAD               ",11,10617,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1995",1995-11-21,"SIMRAD               ",11,15911,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1995",1996-01-30,"SIMRAD               ",11,13649,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1995",1996-01-31,NA,NA,NA,1,1,0,4,4,0,0
"Sproat Lake","1996",1996-07-22,"SIMRAD               ",11,7739,2,1,0,3,3,0,0
"Sproat Lake","1996",1996-07-23,NA,NA,NA,2,0,0,58,57,1,0
"Sproat Lake","1996",1996-07-24,NA,NA,NA,3,1,0,139,137,1,1
"Sproat Lake","1996",1996-11-19,"SIMRAD               ",11,8428,6,0,0,123,80,43,0
"Sproat Lake","1996",1997-02-24,"SIMRAD               ",11,13797,3,1,0,47,47,0,0
"Sproat Lake","1996",1997-02-25,NA,NA,NA,11,3,0,49,46,3,0
"Sproat Lake","1997",1997-07-22,"SIMRAD               ",11,20591,1,0,0,92,92,0,0
"Sproat Lake","1997",1997-11-19,"SIMRAD               ",11,27933,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1997",1998-03-05,"SIMRAD               ",11,10217,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1998",1998-07-31,"SIMRAD               ",11,13177,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1998",1998-12-01,"SIMRAD               ",11,13932,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1999",1999-06-27,"SIMRAD               ",11,5628,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1999",1999-07-21,"SIMRAD               ",11,7857,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","1999",1999-11-30,"SIMRAD               ",11,14061,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2000",2000-11-28,"SIMRAD               ",11,15511,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2001",2001-12-05,"SIMRAD               ",11,12171,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2002",2003-01-16,"SIMRAD               ",11,9301,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2003",2004-01-19,"SIMRAD               ",11,12805,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2004",2005-01-26,"SIMRAD               ",11,11688,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2005",2006-01-04,"SIMRAD               ",11,6209,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake","2006",2007-02-07,"SIMRAD               ",11,5764,NA,NA,NA,NA,NA,NA,NA
"Sproat Lake (Two R)","1989",1990-03-14,NA,NA,NA,2,0,0,24,24,0,0
"Sproat Lake (Two R)","1989",1990-03-15,NA,NA,NA,2,0,0,15,15,0,0
"Stephens Lake","1978",1978-07-06,NA,NA,NA,5,1,145,33,32,0,1
"Stephens Lake","1978",1978-10-01,NA,NA,NA,4,0,120,17,16,0,1
"Sustut Lake","1994",1994-08-23,"SIMRAD               ",5,920,NA,NA,NA,NA,NA,NA,NA
"Swan Lake","1978",1978-07-04,NA,NA,NA,1,0,13,2,2,0,0
"Swan Lake","1978",1978-07-05,NA,NA,NA,4,0,120,17,17,0,0
"Swan Lake","1978",1978-09-30,NA,NA,NA,5,0,135,7,6,0,1
"Swan Lake","1995",1995-10-06,"SIMRAD               ",8,1095,NA,NA,NA,NA,NA,NA,NA
"Swan Lake","1995",1995-10-07,NA,NA,NA,7,1,0,18,18,0,0
"Tahltan Lake","1985",1985-10-25,"SIMRAD               ",14,2237,NA,NA,NA,NA,NA,NA,NA
"Tahltan Lake","1985",1985-10-26,NA,NA,NA,6,0,90,37,37,0,0
"Tahltan Lake","1988",1988-08-28,"SIMRAD               ",14,1344,NA,NA,NA,NA,NA,NA,NA
"Tahltan Lake","1991",1991-09-10,"SIMRAD               ",14,3171,5,0,0,30,30,0,0
"Tahltan Lake","1991",1991-09-11,NA,NA,NA,10,0,0,133,122,0,11
"Tahltan Lake","1991",1991-09-12,NA,NA,NA,1,0,0,2,2,0,0
"Tahltan Lake","1992",1992-07-29,NA,NA,NA,8,1,0,15,15,0,0
"Tahltan Lake","1992",1992-07-31,NA,NA,NA,4,1,0,11,11,0,0
"Tahltan Lake","1992",1992-10-02,NA,NA,NA,3,0,0,5,5,0,0
"Tahltan Lake","1992",1992-10-03,NA,NA,NA,10,1,0,36,36,0,0
"Tahltan Lake","1993",1993-09-18,"SIMRAD               ",14,9800,3,0,0,34,34,0,0
"Tahltan Lake","1993",1993-09-19,NA,NA,NA,3,0,0,18,18,0,0
"Tahltan Lake","1993",1993-09-20,NA,NA,NA,6,0,0,139,139,0,0
"Tahltan Lake","1994",1994-09-18,"SIMRAD               ",14,1415,NA,NA,NA,NA,NA,NA,NA
"Tahltan Lake","1996",1996-09-13,"SIMRAD               ",14,6766,NA,NA,NA,NA,NA,NA,NA
"Tahltan Lake","1997",1997-09-27,"SIMRAD               ",14,3235,NA,NA,NA,NA,NA,NA,NA
"Tahltan Lake","1999",1999-10-11,"SIMRAD               ",14,4236,NA,NA,NA,NA,NA,NA,NA
"Takla Lake","1991",1991-08-12,"SIMRAD               ",13,4439,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1991",1991-07-15,NA,NA,NA,2,1,0,3,3,0,0
"Tatsamenie Lake","1991",1991-07-16,NA,NA,NA,1,0,0,1,1,0,0
"Tatsamenie Lake","1991",1991-08-16,NA,NA,NA,1,1,0,16,16,0,0
"Tatsamenie Lake","1991",1991-09-14,NA,NA,NA,6,0,0,44,44,0,0
"Tatsamenie Lake","1991",1991-09-15,NA,NA,NA,1,0,0,5,5,0,0
"Tatsamenie Lake","1992",1992-08-01,"SIMRAD               ",16,1302,2,0,0,2,2,0,0
"Tatsamenie Lake","1992",1992-08-02,NA,NA,NA,1,0,0,2,2,0,0
"Tatsamenie Lake","1993",1993-09-14,"SIMRAD               ",7,1399,1,0,0,1,1,0,0
"Tatsamenie Lake","1993",1993-09-15,NA,NA,NA,9,0,0,72,72,0,0
"Tatsamenie Lake","1993",1993-09-16,NA,NA,NA,2,0,0,16,16,0,0
"Tatsamenie Lake","1994",1994-09-13,"SIMRAD               ",7,1360,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1995",1995-09-18,"SIMRAD               ",16,938,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1996",1996-09-16,"SIMRAD               ",7,920,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1997",1997-06-26,"SIMRAD               ",16,834,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1997",1997-08-06,"SIMRAD               ",16,1617,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1997",1997-09-04,"SIMRAD               ",16,2308,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1997",1997-10-01,"SIMRAD               ",16,1941,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1998",1998-08-06,"SIMRAD               ",16,972,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1998",1998-09-02,"SIMRAD               ",16,871,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1998",1998-09-22,"SIMRAD               ",16,1814,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1998",1998-10-12,"SIMRAD               ",16,1349,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","1999",1999-10-14,"SIMRAD               ",16,972,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2000",2000-08-24,"SIMRAD               ",16,686,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2000",2000-10-11,"SIMRAD               ",16,341,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2001",2001-08-18,"SIMRAD               ",16,793,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2001",2001-09-20,"SIMRAD               ",16,1451,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2001",2001-10-09,"SIMRAD               ",16,3641,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2002",2002-07-19,"SIMRAD               ",16,2980,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2002",2002-10-03,"SIMRAD               ",16,6005,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2003",2003-10-04,"SIMRAD               ",16,3641,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2004",2004-10-03,"SIMRAD               ",16,7269,NA,NA,NA,NA,NA,NA,NA
"Tatsamenie Lake","2005",2005-10-04,"SIMRAD               ",16,2256,NA,NA,NA,NA,NA,NA,NA
"Trapper Lake","1991",1991-06-20,NA,NA,NA,1,1,0,233,233,0,0
"Trapper Lake","1991",1991-07-17,NA,NA,NA,5,2,0,242,242,0,0
"Trapper Lake","1991",1991-07-18,NA,NA,NA,5,1,0,115,115,0,0
"Trapper Lake","1991",1991-08-14,NA,NA,NA,1,1,0,181,181,0,0
"Trapper Lake","1991",1991-09-17,"SIMRAD               ",5,1604,5,0,0,31,31,0,0
"Trapper Lake","1993",1993-09-10,"SIMRAD               ",5,271,NA,NA,NA,NA,NA,NA,NA
"Trapper Lake","1994",1994-09-11,"SIMRAD               ",5,167,NA,NA,NA,NA,NA,NA,NA
"Trapper Lake","1995",1995-09-15,"SIMRAD               ",5,191,NA,NA,NA,NA,NA,NA,NA
"Trapper Lake","2004",2004-08-24,"SIMRAD               ",5,172,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1987",1987-09-09,"SIMRAD               ",10,61,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1993",1993-08-30,"SIMRAD               ",10,444,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1994",1994-09-02,"SIMRAD               ",10,2458,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1995",1995-09-09,"SIMRAD               ",10,1516,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1996",1996-09-10,"SIMRAD               ",10,2097,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1997",1997-09-24,"SIMRAD               ",10,2365,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1997",1997-09-26,"SIMRAD               ",10,2365,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1998",1998-09-19,"SIMRAD               ",10,761,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","1999",1999-09-14,"SIMRAD               ",10,998,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","2000",2000-08-15,"SIMRAD               ",10,525,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","2003",2003-08-07,"SIMRAD               ",10,290,NA,NA,NA,NA,NA,NA,NA
"Tuya Lake","2004",2004-09-12,"SIMRAD               ",10,920,NA,NA,NA,NA,NA,NA,NA
"Uchuck Lake","1988",1988-08-20,NA,NA,NA,3,0,0,10,10,0,0
"Uchuck Lake","1988",1988-08-21,NA,NA,NA,5,1,0,15,15,0,0
"Vernon Lake","1978",1978-11-21,"FURUNO FM 22         ",4,871,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1978",1978-11-23,NA,NA,NA,6,0,119,13,11,0,2
"Vernon Lake","1980",1980-11-03,NA,NA,NA,4,0,120,6,6,0,0
"Vernon Lake","1986",1986-07-25,"SIMRAD               ",4,1851,1,0,15,1,1,0,0
"Vernon Lake","1986",1986-07-26,NA,NA,NA,5,0,75,72,72,0,0
"Vernon Lake","1987",1987-07-14,"SIMRAD               ",4,1181,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1987",1987-07-15,NA,NA,NA,4,0,0,22,22,0,0
"Vernon Lake","1988",1988-07-12,"SIMRAD               ",4,1460,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1988",1988-07-13,NA,NA,NA,6,1,0,156,156,0,0
"Vernon Lake","1989",1989-08-04,"SIMRAD               ",4,2531,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1990",1990-09-18,NA,NA,NA,4,1,0,10,10,0,0
"Vernon Lake","1990",1990-09-19,"SIMRAD               ",4,1917,6,0,0,103,103,0,0
"Vernon Lake","1991",1992-03-14,"SIMRAD               ",4,1154,2,0,0,4,4,0,0
"Vernon Lake","1992",1992-08-11,"SIMRAD               ",4,8349,NA,NA,NA,NA,NA,NA,NA
