"survey_date","lake_name","ats_year","count_trawl","count_acoustic"
"1987-10-18","Cheewhat Lake",1987,61,30
"1987-10-18","Hobiton Lake",1987,1,NA
"1987-10-20","Muriel Lake",1987,31,80
"1987-10-21","Muriel Lake",1987,1,NA
"1987-10-22","Schoen Lake",1987,3,36
"1987-10-23","Schoen Lake",1987,1,NA
"1987-10-26","Skidegate Lake",1987,13,NA
"1987-10-28","Skidegate Lake",1987,27,NA
"1987-10-29","Skidegate Lake",1987,1,NA
"1987-11-07","Hobiton Lake",1987,1,NA
"1987-11-11","Muriel Lake",1987,14,80
"1987-11-12","Muriel Lake",1987,37,NA
"1987-11-13","Kennedy Lake (Clay)",1987,43,NA
"1987-11-13","Muriel Lake",1987,19,NA
"1987-11-14","Kennedy Lake (Clay)",1987,4,160
"1987-11-14","Kennedy Lake (Main)",1987,110,150
"1987-11-15","Kennedy Lake (Main)",1987,6,NA
"1987-11-25","Hobiton Lake",1987,26,99
"1987-11-26","Cheewhat Lake",1987,244,30
"1987-11-26","Hobiton Lake",1987,9,NA
"1987-11-29","Megin Lake",1987,29,NA
"1987-12-08","Sproat Lake",1987,43,121
"1988-01-26","Great Central Lake",1987,11,78
"1988-01-27","Great Central Lake",1987,9,NA
"1988-01-27","Sproat Lake",1987,27,121
"1988-01-28","Sproat Lake",1987,25,NA
"1988-02-26","Hobiton Lake",1987,2,99
"1988-02-27","Hobiton Lake",1987,7,NA
"1988-02-28","Cheewhat Lake",1987,71,30
"1988-02-29","Henderson Lake",1987,54,180
"1988-03-01","Henderson Lake",1987,425,NA
"1988-03-03","Muriel Lake",1987,16,80
"1988-03-04","Muriel Lake",1987,25,NA
"1988-03-06","Kennedy Lake (Clay)",1987,16,160
"1988-03-07","Kennedy Lake (Clay)",1987,2,NA
"1988-03-07","Kennedy Lake (Main)",1987,69,150
"1988-05-19","Cheewhat Lake",1988,213,30
"1988-05-20","Cheewhat Lake",1988,24,NA
"1988-05-28","Muriel Lake",1988,10,NA
"1988-05-29","Muriel Lake",1988,58,80
"1988-05-31","Kennedy Lake (Clay)",1988,33,160
"1988-06-01","Kennedy Lake (Clay)",1988,226,NA
"1988-06-02","Hobiton Lake",1988,92,NA
"1988-06-14","Hobiton Lake",1988,24,99
"1988-06-15","Hobiton Lake",1988,102,NA
"1988-06-29","Hobiton Lake",1988,26,99
"1988-06-30","Hobiton Lake",1988,55,NA
"1988-07-01","Hobiton Lake",1988,41,NA
"1988-07-06","Maggie Lake",1988,1,48
"1988-07-07","Henderson Lake",1988,47,180
"1988-07-08","Henderson Lake",1988,68,NA
"1988-07-08","Nahmint Lake",1988,7,45
"1988-07-09","Hobiton Lake",1988,209,99
"1988-07-09","Nahmint Lake",1988,17,NA
"1988-07-10","Hobiton Lake",1988,197,NA
"1988-07-11","Muchalat Lake",1988,227,NA
"1988-07-12","Muchalat Lake",1988,10,NA
"1988-07-13","Vernon Lake",1988,156,NA
"1988-07-13","Woss Lake",1988,55,55
"1988-07-14","Woss Lake",1988,199,NA
"1988-07-15","Nimpkish Lake",1988,101,NA
"1988-07-16","Nimpkish Lake",1988,25,NA
"1988-07-17","Muriel Lake",1988,29,80
"1988-07-18","Muriel Lake",1988,48,NA
"1988-07-20","Kennedy Lake (Clay)",1988,135,160
"1988-07-21","Cheewhat Lake",1988,29,30
"1988-07-21","Kennedy Lake (Clay)",1988,45,NA
"1988-07-22","Cheewhat Lake",1988,241,NA
"1988-07-22","Hobiton Lake",1988,82,99
"1988-07-23","Hobiton Lake",1988,127,NA
"1988-07-31","Devon Lake",1988,712,NA
"1988-08-03","Skidegate Lake",1988,39,NA
"1988-08-04","Yakoun Lake",1988,153,NA
"1988-08-05","Yakoun Lake",1988,93,NA
"1988-08-09","Nahwitti Lake",1988,150,NA
"1988-08-18","Hobiton Lake",1988,87,99
"1988-08-18","Maggie Lake",1988,21,NA
"1988-08-19","Cheewhat Lake",1988,94,30
"1988-08-19","Hobiton Lake",1988,131,NA
"1988-08-20","Cheewhat Lake",1988,6,NA
"1988-08-20","Uchuck Lake",1988,10,NA
"1988-08-21","Uchuck Lake",1988,15,NA
"1988-08-29","Ingram Lake",1988,3,54
"1988-08-30","Ingram Lake",1988,13,NA
"1988-08-31","Ellerslie Lake",1988,6,126
"1988-08-31","Klukshu Lake",1988,90,NA
"1988-09-01","Ellerslie Lake",1988,14,NA
"1988-09-02","Ellerslie Lake",1988,7,NA
"1988-09-02","Link Lake",1988,1,90
"1988-09-03","Link Lake",1988,8,NA
"1988-09-04","Link Lake",1988,4,NA
"1988-09-05","Bear Lake",1988,12,NA
"1988-09-05","Deer Lake",1988,3,NA
"1988-09-06","Bear Lake",1988,5,NA
"1988-09-06","Cougar Lake",1988,3,NA
"1988-09-07","Cougar Lake",1988,6,NA
"1988-09-10","Owikeno Lake",1988,706,NA
"1988-09-11","Owikeno Lake",1988,487,NA
"1988-09-12","Owikeno Lake",1988,304,NA
"1988-09-14","Long Lake",1988,271,NA
"1988-09-15","Long Lake",1988,286,NA
"1988-09-16","Long Lake",1988,71,NA
"1988-09-17","Quatse Lake",1988,21,25
"1988-09-18","Quatse Lake",1988,121,NA
"1988-09-19","Schoen Lake",1988,18,36
"1988-09-20","Schoen Lake",1988,24,NA
"1988-09-22","Henderson Lake",1988,25,180
"1988-09-23","Henderson Lake",1988,4,NA
"1988-09-23","Nahmint Lake",1988,4,NA
"1988-09-24","Nahmint Lake",1988,1,NA
"1988-10-13","Great Central Lake",1988,151,78
"1988-10-18","Kennedy Lake (Clay)",1988,18,160
"1988-10-19","Kennedy Lake (Clay)",1988,22,NA
"1988-10-20","Kennedy Lake (Clay)",1988,12,NA
"1988-10-27","Muriel Lake",1988,60,NA
"1988-10-28","Muriel Lake",1988,63,NA
"1989-02-22","Muriel Lake",1988,74,80
"1989-02-23","Muriel Lake",1988,110,NA
"1989-02-26","Kennedy Lake (Clay)",1988,211,160
"1989-02-27","Kennedy Lake (Clay)",1988,14,NA
"1989-03-06","Hobiton Lake",1988,10,99
"1989-03-07","Cheewhat Lake",1988,132,30
"1989-03-07","Hobiton Lake",1988,98,NA
"1989-03-21","Long Lake",1988,261,NA
"1989-03-22","Long Lake",1988,186,NA
"1989-03-23","Long Lake",1988,249,NA
"1989-03-24","Long Lake",1988,16,NA
"1989-04-24","Woss Lake",1989,273,55
"1989-04-25","Woss Lake",1989,574,NA
"1989-05-07","Skidegate Lake",1989,120,NA
"1989-05-08","Skidegate Lake",1989,118,NA
"1989-05-12","Cheewhat Lake",1989,89,NA
"1989-05-12","Yakoun Lake",1989,931,NA
"1989-05-13","Skidegate Lake",1989,8,NA
"1989-05-13","Tahltan Lake",1989,50,NA
"1989-05-13","Yakoun Lake",1989,291,NA
"1989-05-14","Skidegate Lake",1989,144,NA
"1989-05-15","Tahltan Lake",1989,53,NA
"1989-05-17","Nimpkish Lake",1989,11,NA
"1989-05-21","Henderson Lake",1989,3,NA
"1989-05-22","Tahltan Lake",1989,51,NA
"1989-05-29","Tahltan Lake",1989,55,NA
"1989-05-30","Hobiton Lake",1989,65,NA
"1989-05-31","Cheewhat Lake",1989,212,NA
"1989-06-01","Kennedy Lake (Main)",1989,154,150
"1989-06-01","Muriel Lake",1989,117,NA
"1989-06-02","Kennedy Lake (Main)",1989,564,NA
"1989-06-03","Kennedy Lake (Clay)",1989,263,160
"1989-06-03","Kennedy Lake (Main)",1989,620,NA
"1989-06-04","Kennedy Lake (Clay)",1989,326,NA
"1989-06-05","Tahltan Lake",1989,50,NA
"1989-06-12","Tahltan Lake",1989,50,NA
"1989-06-19","Tahltan Lake",1989,50,NA
"1989-06-22","Henderson Lake",1989,315,NA
"1989-06-23","Hobiton Lake",1989,51,99
"1989-06-25","Long Lake",1989,920,NA
"1989-06-26","Long Lake",1989,478,NA
"1989-06-26","Tahltan Lake",1989,51,NA
"1989-06-27","Long Lake",1989,423,NA
"1989-06-28","Sproat Lake",1989,11,121
"1989-06-29","Great Central Lake",1989,50,78
"1989-06-29","Sproat Lake",1989,84,NA
"1989-06-30","Great Central Lake",1989,67,NA
"1989-06-30","Hobiton Lake",1989,68,99
"1989-07-01","Hobiton Lake",1989,5,NA
"1989-07-02","Cheewhat Lake",1989,69,NA
"1989-07-11","Hobiton Lake",1989,274,NA
"1989-07-21","Hobiton Lake",1989,155,NA
"1989-07-29","Cheewhat Lake",1989,76,NA
"1989-08-06","Woss Lake",1989,69,NA
"1989-08-07","Woss Lake",1989,211,55
"1989-09-01","Hobiton Lake",1989,136,NA
"1989-09-16","Long Lake",1989,276,NA
"1989-09-17","Long Lake",1989,99,NA
"1989-09-19","Hobiton Lake",1989,20,198
"1989-09-20","Cheewhat Lake",1989,69,30
"1989-09-20","Hobiton Lake",1989,42,NA
"1989-09-21","Cheewhat Lake",1989,134,30
"1989-09-26","Muriel Lake",1989,33,80
"1989-09-27","Kennedy Lake (Main)",1989,209,150
"1989-09-27","Muriel Lake",1989,33,80
"1989-09-28","Kennedy Lake (Main)",1989,284,NA
"1989-09-29","Kennedy Lake (Clay)",1989,88,160
"1989-09-29","Kennedy Lake (Main)",1989,374,NA
"1989-09-30","Kennedy Lake (Clay)",1989,194,160
"1989-10-01","Henderson Lake",1989,81,180
"1989-10-02","Henderson Lake",1989,124,NA
"1989-10-18","Sproat Lake",1989,138,121
"1989-10-19","Sproat Lake",1989,66,121
"1989-10-20","Sproat Lake",1989,4,NA
"1989-10-23","Great Central Lake",1989,194,78
"1989-10-24","Great Central Lake",1989,47,NA
"1989-10-26","Cheewhat Lake",1989,70,30
"1989-10-27","Cheewhat Lake",1989,187,NA
"1990-02-15","Kennedy Lake (Main)",1989,102,150
"1990-02-16","Kennedy Lake (Main)",1989,242,NA
"1990-02-17","Kennedy Lake (Clay)",1989,99,160
"1990-02-18","Kennedy Lake (Clay)",1989,16,NA
"1990-02-18","Muriel Lake",1989,11,NA
"1990-02-19","Muriel Lake",1989,14,80
"1990-02-21","Cheewhat Lake",1989,216,30
"1990-02-22","Cheewhat Lake",1989,16,NA
"1990-02-22","Hobiton Lake",1989,33,99
"1990-02-23","Henderson Lake",1989,21,180
"1990-02-23","Hobiton Lake",1989,20,NA
"1990-02-24","Henderson Lake",1989,74,NA
"1990-03-01","Long Lake",1989,451,NA
"1990-03-02","Long Lake",1989,405,NA
"1990-03-03","Long Lake",1989,31,NA
"1990-03-05","Owikeno Lake",1989,142,NA
"1990-03-06","Owikeno Lake",1989,100,NA
"1990-03-07","Owikeno Lake",1989,193,NA
"1990-03-08","Owikeno Lake",1989,36,NA
"1990-03-14","Sproat Lake",1989,4,121
"1990-03-14","Sproat Lake (Two R)",1989,24,NA
"1990-03-15","Great Central Lake",1989,92,78
"1990-03-15","Sproat Lake (Two R)",1989,15,NA
"1990-03-16","Great Central Lake",1989,13,NA
"1990-05-26","Muriel Lake",1990,24,NA
"1990-05-28","Kennedy Lake (Clay)",1990,34,NA
"1990-05-29","Kennedy Lake (Clay)",1990,21,NA
"1990-05-29","Kennedy Lake (Main)",1990,101,150
"1990-05-30","Kennedy Lake (Main)",1990,82,NA
"1990-05-31","Kennedy Lake (Clay)",1990,9,NA
"1990-05-31","Kennedy Lake (Main)",1990,102,NA
"1990-06-01","Kennedy Lake (Clay)",1990,174,NA
"1990-06-01","Kennedy Lake (Main)",1990,243,NA
"1990-06-02","Hobiton Lake",1990,2,NA
"1990-06-03","Cheewhat Lake",1990,31,NA
"1990-06-11","Sproat Lake",1990,1,121
"1990-06-12","Sproat Lake",1990,130,121
"1990-06-13","Great Central Lake",1990,18,78
"1990-06-13","Sproat Lake",1990,53,121
"1990-06-14","Great Central Lake",1990,132,78
"1990-06-19","Hobiton Lake",1990,110,NA
"1990-06-20","Cheewhat Lake",1990,122,NA
"1990-06-20","Henderson Lake",1990,13,180
"1990-06-21","Henderson Lake",1990,69,NA
"1990-06-22","Long Lake (B)",1990,217,NA
"1990-06-23","Long Lake (A)",1990,253,NA
"1990-06-23","Long Lake (B)",1990,6,NA
"1990-06-24","Long Lake (A)",1990,16,NA
"1990-06-25","Cheewhat Lake",1990,76,30
"1990-06-26","Hobiton Lake",1990,15,NA
"1990-07-19","Kennedy Lake (Main)",1990,52,150
"1990-07-20","Kennedy Lake (Main)",1990,32,NA
"1990-07-21","Muriel Lake",1990,5,NA
"1990-07-22","Hobiton Lake",1990,87,99
"1990-07-22","Muriel Lake",1990,5,NA
"1990-07-23","Cheewhat Lake",1990,189,30
"1990-08-06","Hobiton Lake",1990,108,99
"1990-08-07","Cheewhat Lake",1990,113,30
"1990-08-09","Owikeno Lake",1990,342,NA
"1990-08-10","Owikeno Lake",1990,930,NA
"1990-08-11","Owikeno Lake",1990,487,NA
"1990-08-12","Owikeno Lake",1990,1865,NA
"1990-08-18","Yakoun Lake",1990,18,NA
"1990-08-19","Yakoun Lake",1990,122,NA
"1990-08-20","Skidegate Lake",1990,770,NA
"1990-08-21","Skidegate Lake",1990,34,NA
"1990-08-23","Woss Lake",1990,74,55
"1990-08-24","Nimpkish Lake",1990,8,88
"1990-08-24","Woss Lake",1990,132,NA
"1990-08-25","Nimpkish Lake",1990,127,NA
"1990-08-26","Nimpkish Lake",1990,96,NA
"1990-09-06","Brannen Lake",1990,4,NA
"1990-09-07","Kennedy Lake (Main)",1990,81,150
"1990-09-08","Kennedy Lake (Main)",1990,175,NA
"1990-09-09","Kennedy Lake (Clay)",1990,162,160
"1990-09-09","Kennedy Lake (Main)",1990,150,NA
"1990-09-10","Kennedy Lake (Clay)",1990,314,NA
"1990-09-10","Muriel Lake",1990,18,80
"1990-09-11","Muriel Lake",1990,4,NA
"1990-09-12","Long Lake (A)",1990,126,90
"1990-09-13","Long Lake (A)",1990,403,NA
"1990-09-13","Long Lake (B)",1990,520,70
"1990-09-14","Long Lake (A)",1990,4,NA
"1990-09-14","Long Lake (B)",1990,303,NA
"1990-09-18","Vernon Lake",1990,10,NA
"1990-09-19","Vernon Lake",1990,103,36
"1990-09-20","Hobiton Lake",1990,47,NA
"1990-10-02","Cheewhat Lake",1990,93,30
"1990-10-03","Cheewhat Lake",1990,50,30
"1990-10-04","Hobiton Lake",1990,43,99
"1990-10-05","Henderson Lake",1990,35,180
"1990-10-05","Hobiton Lake",1990,56,NA
"1990-10-06","Henderson Lake",1990,51,NA
"1990-10-15","Sproat Lake",1990,21,121
"1990-10-16","Sproat Lake",1990,8,121
"1990-10-17","Great Central Lake",1990,174,NA
"1990-10-17","Sproat Lake",1990,23,121
"1991-02-15","Kennedy Lake (Main)",1990,26,150
"1991-02-16","Kennedy Lake (Main)",1990,45,NA
"1991-02-17","Kennedy Lake (Clay)",1990,16,160
"1991-02-17","Kennedy Lake (Main)",1990,43,NA
"1991-02-18","Kennedy Lake (Clay)",1990,6,NA
"1991-02-19","Muriel Lake",1990,4,NA
"1991-02-20","Hobiton Lake",1990,16,NA
"1991-02-21","Hobiton Lake",1990,11,NA
"1991-03-05","Great Central Lake",1990,4,NA
"1991-03-06","Cheewhat Lake",1990,203,30
"1991-03-07","Cheewhat Lake",1990,11,NA
"1991-03-10","Long Lake",1990,98,NA
"1991-03-10","Long Lake (A)",1990,98,NA
"1991-03-11","Long Lake",1990,363,NA
"1991-03-11","Long Lake (A)",1990,125,90
"1991-03-11","Long Lake (B)",1990,355,70
"1991-03-12","Long Lake",1990,248,NA
"1991-03-12","Long Lake (B)",1990,248,NA
"1991-03-12","Owikeno Lake",1990,198,NA
"1991-03-13","Owikeno Lake",1990,92,NA
"1991-03-14","Owikeno Lake",1990,370,NA
"1991-03-15","Owikeno Lake",1990,79,NA
"1991-05-24","Hobiton Lake",1991,106,NA
"1991-06-20","Trapper Lake",1991,233,NA
"1991-06-26","Henderson Lake",1991,3,NA
"1991-06-27","Hobiton Lake",1991,74,NA
"1991-06-29","Long Lake",1991,236,NA
"1991-06-30","Long Lake",1991,453,NA
"1991-07-02","Owikeno Lake",1991,292,NA
"1991-07-03","Owikeno Lake",1991,1432,NA
"1991-07-15","Tatsamenie Lake",1991,3,NA
"1991-07-16","Tatsamenie Lake",1991,1,NA
"1991-07-17","Great Central Lake",1991,28,NA
"1991-07-17","Trapper Lake",1991,242,NA
"1991-07-18","Great Central Lake",1991,232,78
"1991-07-18","Trapper Lake",1991,115,NA
"1991-07-19","Great Central Lake",1991,178,NA
"1991-07-19","Sproat Lake",1991,1,121
"1991-07-20","Sproat Lake",1991,112,NA
"1991-07-21","Sproat Lake",1991,66,NA
"1991-07-22","Hobiton Lake",1991,50,99
"1991-07-23","Cheewhat Lake",1991,206,NA
"1991-08-14","Trapper Lake",1991,181,NA
"1991-08-16","Hobiton Lake",1991,25,NA
"1991-08-16","Tatsamenie Lake",1991,16,NA
"1991-08-23","Link Lake",1991,3,NA
"1991-08-24","Ellerslie Lake",1991,4,126
"1991-08-30","Meziadin Lake",1991,10,NA
"1991-08-31","Meziadin Lake",1991,80,54
"1991-09-01","Bowser Lake",1991,4,NA
"1991-09-02","Bowser Lake",1991,13,NA
"1991-09-06","Damdochax Lake",1991,79,20
"1991-09-07","Damdochax Lake",1991,21,NA
"1991-09-08","Fred Wright Lake",1991,53,32
"1991-09-09","Fred Wright Lake",1991,19,NA
"1991-09-10","Tahltan Lake",1991,30,98
"1991-09-11","Tahltan Lake",1991,133,NA
"1991-09-12","Tahltan Lake",1991,2,NA
"1991-09-14","Tatsamenie Lake",1991,44,NA
"1991-09-15","Tatsamenie Lake",1991,5,NA
"1991-09-17","Trapper Lake",1991,31,45
"1991-10-08","Henderson Lake",1991,9,180
"1991-10-09","Henderson Lake",1991,32,NA
"1991-10-10","Hobiton Lake",1991,32,99
"1991-10-11","Cheewhat Lake",1991,114,30
"1991-10-22","Kennedy Lake (Clay)",1991,26,160
"1991-10-23","Ian Lake",1991,7,90
"1991-10-23","Kennedy Lake (Clay)",1991,27,NA
"1991-10-24","Kennedy Lake (Main)",1991,424,NA
"1991-10-26","Yakoun Lake",1991,21,NA
"1991-10-29","Skidegate Lake",1991,75,NA
"1991-10-30","Great Central Lake",1991,18,78
"1991-10-31","Great Central Lake",1991,9,NA
"1991-11-04","Owikeno Lake",1991,131,NA
"1991-11-05","Owikeno Lake",1991,386,NA
"1992-02-12","Henderson Lake",1991,11,180
"1992-02-18","Hobiton Lake",1991,17,99
"1992-02-19","Cheewhat Lake",1991,62,30
"1992-02-19","Hobiton Lake",1991,9,NA
"1992-02-24","Sproat Lake",1991,18,121
"1992-02-25","Great Central Lake",1991,22,78
"1992-02-25","Sproat Lake",1991,72,NA
"1992-02-26","Great Central Lake",1991,11,NA
"1992-03-04","Long Lake",1991,167,NA
"1992-03-05","Long Lake",1991,169,NA
"1992-03-07","Owikeno Lake",1991,649,NA
"1992-03-08","Owikeno Lake",1991,74,NA
"1992-03-09","Owikeno Lake",1991,349,NA
"1992-03-11","Nimpkish Lake",1991,78,88
"1992-03-12","Nimpkish Lake",1991,52,NA
"1992-03-13","Woss Lake",1991,30,55
"1992-03-14","Vernon Lake",1991,4,36
"1992-07-14","Long Lake",1992,704,NA
"1992-07-15","Long Lake",1992,201,NA
"1992-07-16","Long Lake",1992,53,NA
"1992-07-17","Owikeno Lake",1992,678,NA
"1992-07-18","Owikeno Lake",1992,355,NA
"1992-07-19","Long Lake",1992,17,NA
"1992-07-19","Owikeno Lake",1992,578,NA
"1992-07-29","Skidegate Lake",1992,9,NA
"1992-07-29","Tahltan Lake",1992,15,NA
"1992-07-30","Skidegate Lake",1992,16,NA
"1992-07-31","Tahltan Lake",1992,11,NA
"1992-08-01","Skidegate Lake",1992,52,NA
"1992-08-01","Tatsamenie Lake",1992,2,144
"1992-08-02","Tatsamenie Lake",1992,2,NA
"1992-08-04","Yakoun Lake",1992,5,NA
"1992-08-12","Vernon Lake",1992,229,NA
"1992-08-12","Woss Lake",1992,484,55
"1992-08-13","Schoen Lake",1992,40,36
"1992-08-13","Woss Lake",1992,222,NA
"1992-08-14","Damdochax Lake",1992,14,NA
"1992-08-15","Damdochax Lake",1992,19,NA
"1992-08-17","Dragon Lake",1992,320,NA
"1992-09-08","Meziadin Lake",1992,169,NA
"1992-09-10","Bowser Lake",1992,2,NA
"1992-09-11","Bowser Lake",1992,19,NA
"1992-09-23","Damdochax Lake",1992,113,NA
"1992-09-23","Owikeno Lake",1992,281,NA
"1992-09-25","Owikeno Lake",1992,158,NA
"1992-10-02","Tahltan Lake",1992,5,NA
"1992-10-03","Tahltan Lake",1992,36,NA
"1992-10-12","Long Lake",1992,384,NA
"1992-10-13","Long Lake",1992,342,NA
"1992-10-14","Long Lake",1992,98,NA
"1992-10-23","Sproat Lake",1992,33,NA
"1992-10-26","Sproat Lake",1992,9,121
"1992-10-27","Great Central Lake",1992,316,78
"1992-10-27","Sproat Lake",1992,123,NA
"1992-11-27","Hobiton Lake",1992,25,99
"1992-11-28","Hobiton Lake",1992,77,NA
"1992-12-03","Henderson Lake",1992,36,180
"1992-12-04","Henderson Lake",1992,247,NA
"1993-02-10","Sproat Lake",1992,19,121
"1993-02-11","Great Central Lake",1992,64,78
"1993-02-11","Sproat Lake",1992,57,NA
"1993-02-12","Great Central Lake",1992,153,78
"1993-02-24","Hobiton Lake",1992,30,99
"1993-02-25","Henderson Lake",1992,59,NA
"1993-02-25","Hobiton Lake",1992,48,NA
"1993-02-26","Henderson Lake",1992,180,180
"1993-03-08","Owikeno Lake",1992,318,NA
"1993-03-09","Owikeno Lake",1992,101,NA
"1993-03-10","Owikeno Lake",1992,244,NA
"1993-05-09","Skidegate Lake",1993,3,NA
"1993-06-15","Meziadin Lake",1993,203,NA
"1993-06-16","Bowser Lake",1993,4,NA
"1993-07-10","Bowser Lake",1993,4,NA
"1993-07-10","Meziadin Lake",1993,320,NA
"1993-07-17","Henderson Lake",1993,285,180
"1993-07-18","Henderson Lake",1993,454,NA
"1993-07-24","Long Lake",1993,355,NA
"1993-07-25","Long Lake",1993,294,NA
"1993-07-26","Long Lake",1993,686,NA
"1993-08-09","Bowser Lake",1993,9,NA
"1993-08-09","Meziadin Lake",1993,298,NA
"1993-08-28","Mathers Lake",1993,11,48
"1993-08-29","Mathers Lake",1993,75,NA
"1993-09-14","Tatsamenie Lake",1993,1,63
"1993-09-15","Tatsamenie Lake",1993,72,NA
"1993-09-16","Tatsamenie Lake",1993,16,NA
"1993-09-18","Tahltan Lake",1993,34,98
"1993-09-19","Tahltan Lake",1993,18,NA
"1993-09-20","Tahltan Lake",1993,139,NA
"1993-09-22","Meziadin Lake",1993,210,NA
"1993-09-25","Bowser Lake",1993,41,NA
"1993-09-28","Damdochax Lake",1993,216,NA
"1993-10-26","Henderson Lake",1993,106,180
"1993-10-27","Henderson Lake",1993,108,NA
"1993-11-30","Muchalat Lake",1993,178,45
"1994-02-16","Henderson Lake",1993,23,NA
"1994-03-08","Long Lake",1993,308,NA
"1994-03-09","Long Lake",1993,92,NA
"1994-03-11","Megin Lake",1993,44,48
"1994-11-19","Henderson Lake",1994,108,NA
"1994-11-20","Henderson Lake",1994,176,NA
"1994-11-21","Henderson Lake",1994,5,NA
"1995-01-14","Kennedy Lake (Main)",1994,4,150
"1995-01-20","Kennedy Lake (Main)",1994,503,NA
"1995-01-25","Great Central Lake",1994,19,78
"1995-01-26","Great Central Lake",1994,171,78
"1995-02-10","Muchalat Lake",1994,106,45
"1995-03-01","Henderson Lake",1994,181,NA
"1995-03-23","Long Lake",1994,300,NA
"1995-03-25","Long Lake",1994,205,NA
"1995-03-26","Long Lake",1994,4,NA
"1995-06-21","Henderson Lake",1995,50,180
"1995-06-22","Henderson Lake",1995,55,NA
"1995-08-15","Muchalat Lake",1995,280,45
"1995-08-23","Owikeno Lake",1995,186,NA
"1995-08-25","Owikeno Lake",1995,469,NA
"1995-08-26","Owikeno Lake",1995,503,NA
"1995-08-27","Owikeno Lake",1995,812,NA
"1995-08-28","Owikeno Lake",1995,394,NA
"1995-08-30","Long Lake",1995,862,NA
"1995-09-01","Long Lake",1995,83,NA
"1995-09-02","Long Lake",1995,153,NA
"1995-09-29","Morrison Lake",1995,44,63
"1995-10-03","Bear Lake",1995,8,NA
"1995-10-07","Swan Lake",1995,18,NA
"1995-10-10","Kitwanga Lake",1995,4,NA
"1995-10-11","Alastair Lake",1995,684,45
"1995-10-12","Henderson Lake",1995,103,NA
"1995-10-13","Henderson Lake",1995,33,NA
"1995-10-15","Megin Lake",1995,50,48
"1996-01-31","Sproat Lake",1995,4,NA
"1996-02-11","Kennedy Lake (Clay)",1995,3,NA
"1996-02-12","Kennedy Lake (Clay)",1995,77,160
"1996-02-12","Kennedy Lake (Main)",1995,562,NA
"1996-02-13","Kennedy Lake (Main)",1995,233,NA
"1996-02-25","Owikeno Lake",1995,222,NA
"1996-02-26","Owikeno Lake",1995,400,NA
"1996-03-13","Muchalat Lake",1995,75,45
"1996-03-19","Megin Lake",1995,6,NA
"1996-03-20","Megin Lake",1995,28,48
"1996-07-05","Henderson Lake",1996,13,NA
"1996-07-06","Henderson Lake",1996,6,NA
"1996-07-22","Sproat Lake",1996,3,121
"1996-07-23","Sproat Lake",1996,58,NA
"1996-07-24","Sproat Lake",1996,139,NA
"1996-07-25","Great Central Lake",1996,193,78
"1996-07-29","Henderson Lake",1996,37,NA
"1996-07-30","Henderson Lake",1996,28,NA
"1996-07-31","Hobiton Lake",1996,17,NA
"1996-08-01","Cheewhat Lake",1996,121,NA
"1996-08-16","Long Lake",1996,267,NA
"1996-08-17","Long Lake",1996,143,NA
"1996-08-19","Owikeno Lake",1996,173,NA
"1996-08-20","Owikeno Lake",1996,485,NA
"1996-08-21","Owikeno Lake",1996,73,NA
"1996-08-22","Owikeno Lake",1996,725,NA
"1996-08-31","Hobiton Lake",1996,24,99
"1996-09-01","Cheewhat Lake",1996,182,30
"1996-09-13","Ian Lake",1996,16,NA
"1996-09-14","Yakoun Lake",1996,40,120
"1996-10-10","Skidegate Lake",1996,82,NA
"1996-10-13","Ian Lake",1996,2,NA
"1996-11-01","Kennedy Lake (Main)",1996,356,NA
"1996-11-19","Sproat Lake",1996,123,121
"1996-11-20","Great Central Lake",1996,12,78
"1997-02-06","Henderson Lake",1996,11,NA
"1997-02-20","Kennedy Lake (Clay)",1996,82,NA
"1997-02-20","Kennedy Lake (Main)",1996,653,NA
"1997-02-24","Sproat Lake",1996,47,121
"1997-02-25","Sproat Lake",1996,49,NA
"1997-02-26","Great Central Lake",1996,46,78
"1997-02-27","Great Central Lake",1996,29,NA
"1997-07-22","Sproat Lake",1997,92,121
"1997-07-29","Great Central Lake",1997,14,NA
"1997-08-28","Long Lake",1997,495,NA
"1997-08-28","Long Lake (A)",1997,20,NA
"1997-09-09","Great Central Lake",1997,259,NA
"1997-09-17","Yakoun Lake",1997,29,NA
"1997-09-23","Skidegate Lake",1997,30,NA
"1997-10-21","Muriel Lake",1997,111,NA
"1997-11-20","Great Central Lake",1997,232,78
"1998-09-22","Long Lake (B)",1998,8,NA
"1998-09-23","Long Lake (B)",1998,302,NA
"1998-09-24","Long Lake (A)",1998,161,NA
"1998-09-24","Long Lake (B)",1998,88,NA
"1999-09-07","Long Lake (A)",1999,315,NA
"1999-09-08","Long Lake (A)",1999,94,NA
"1999-09-08","Long Lake (B)",1999,586,NA
"1977-09-20","Great Central Lake",1977,NA,78
"1977-10-04","Henderson Lake",1977,NA,180
"1978-02-08","Kennedy Lake (Main)",1977,NA,150
"1978-02-15","Long Lake (A)",1977,NA,90
"1978-02-16","Long Lake (B)",1977,NA,70
"1978-07-31","Great Central Lake",1978,NA,78
"1978-08-14","Kennedy Lake (Main)",1978,NA,150
"1978-08-15","Kennedy Lake (Clay)",1978,NA,160
"1978-08-23","Long Lake (B)",1978,NA,70
"1978-09-06","Great Central Lake",1978,NA,78
"1978-10-17","Great Central Lake",1978,NA,78
