"Lake","Code","Latitude","Longitude","Transect","Depth Min (m)","Depth Max (m)","Length (m)","Area (ha)"
"Ingram Lake",182,"52° 38' N","128° 00' W",6,2,5,779,383
"Ingram Lake",182,"52° 38' N","128° 00' W",6,3,5,779,383
"Ingram Lake",182,"52° 38' N","128° 00' W",6,5,10,747,363
"Ingram Lake",182,"52° 38' N","128° 00' W",6,10,15,723,344
"Ingram Lake",182,"52° 38' N","128° 00' W",6,15,20,696,323
"Ingram Lake",182,"52° 38' N","128° 00' W",6,20,30,656,297
"Ingram Lake",182,"52° 38' N","128° 00' W",6,30,40,459,246
"Ingram Lake",182,"52° 38' N","128° 00' W",6,40,50,392,172
"Ingram Lake",182,"52° 38' N","128° 00' W",6,50,60,288,56
"Jansen Lake",108,"50° 06' N","127° 17' W",1,2,5,232,58
"Jansen Lake",108,"50° 06' N","127° 17' W",1,3,5,232,58
"Jansen Lake",108,"50° 06' N","127° 17' W",1,5,10,207,55
"Jansen Lake",108,"50° 06' N","127° 17' W",1,10,15,177,51
"Jansen Lake",108,"50° 06' N","127° 17' W",1,15,20,146,46
"Jansen Lake",108,"50° 06' N","127° 17' W",1,20,30,110,40
"Jansen Lake",108,"50° 06' N","127° 17' W",1,30,40,49,27
"Jansen Lake",108,"50° 06' N","127° 17' W",1,40,50,0,15
"Jansen Lake",108,"50° 06' N","127° 17' W",2,2,5,395,58
"Jansen Lake",108,"50° 06' N","127° 17' W",2,3,5,395,58
"Jansen Lake",108,"50° 06' N","127° 17' W",2,5,10,358,55
"Jansen Lake",108,"50° 06' N","127° 17' W",2,10,15,342,51
"Jansen Lake",108,"50° 06' N","127° 17' W",2,15,20,321,46
"Jansen Lake",108,"50° 06' N","127° 17' W",2,20,30,274,40
"Jansen Lake",108,"50° 06' N","127° 17' W",2,30,40,179,27
"Jansen Lake",108,"50° 06' N","127° 17' W",2,40,50,126,15
"Jansen Lake",108,"50° 06' N","127° 17' W",3,2,5,455,58
"Jansen Lake",108,"50° 06' N","127° 17' W",3,3,5,455,58
"Jansen Lake",108,"50° 06' N","127° 17' W",3,5,10,449,55
"Jansen Lake",108,"50° 06' N","127° 17' W",3,10,15,423,51
"Jansen Lake",108,"50° 06' N","127° 17' W",3,15,20,403,46
"Jansen Lake",108,"50° 06' N","127° 17' W",3,20,30,358,40
"Jansen Lake",108,"50° 06' N","127° 17' W",3,30,40,293,27
"Jansen Lake",108,"50° 06' N","127° 17' W",3,40,50,228,15
"Jansen Lake",108,"50° 06' N","127° 17' W",4,2,5,625,58
"Jansen Lake",108,"50° 06' N","127° 17' W",4,3,5,625,58
"Jansen Lake",108,"50° 06' N","127° 17' W",4,5,10,599,55
"Jansen Lake",108,"50° 06' N","127° 17' W",4,10,15,574,51
"Jansen Lake",108,"50° 06' N","127° 17' W",4,15,20,523,46
"Jansen Lake",108,"50° 06' N","127° 17' W",4,20,30,459,40
"Jansen Lake",108,"50° 06' N","127° 17' W",4,30,40,255,27
"Jansen Lake",108,"50° 06' N","127° 17' W",4,40,50,0,15
"Jansen Lake",108,"50° 06' N","127° 17' W",5,2,5,1798,58
"Jansen Lake",108,"50° 06' N","127° 17' W",5,3,5,1798,58
"Jansen Lake",108,"50° 06' N","127° 17' W",5,5,10,1764,55
"Jansen Lake",108,"50° 06' N","127° 17' W",5,10,15,1504,51
"Jansen Lake",108,"50° 06' N","127° 17' W",5,15,20,1452,46
"Jansen Lake",108,"50° 06' N","127° 17' W",5,20,30,1331,40
"Jansen Lake",108,"50° 06' N","127° 17' W",5,30,40,1003,27
"Jansen Lake",108,"50° 06' N","127° 17' W",5,40,50,804,15
"Johanson Lake",226,NA,NA,1,2,5,216,128
"Johanson Lake",226,NA,NA,1,3,5,216,128
"Johanson Lake",226,NA,NA,1,5,10,189,104
"Johanson Lake",226,NA,NA,1,10,15,149,76
"Johanson Lake",226,NA,NA,1,15,20,96,56
"Johanson Lake",226,NA,NA,1,20,30,33,29
"Johanson Lake",226,NA,NA,1,30,40,0,8
"Johanson Lake",226,NA,NA,1,40,50,0,2
"Johanson Lake",226,NA,NA,2,2,5,295,128
"Johanson Lake",226,NA,NA,2,3,5,295,128
"Johanson Lake",226,NA,NA,2,5,10,276,104
"Johanson Lake",226,NA,NA,2,10,15,234,76
"Johanson Lake",226,NA,NA,2,15,20,201,56
"Johanson Lake",226,NA,NA,2,20,30,177,29
"Johanson Lake",226,NA,NA,2,30,40,134,8
"Johanson Lake",226,NA,NA,2,40,50,54,2
"Johanson Lake",226,NA,NA,3,2,5,450,128
"Johanson Lake",226,NA,NA,3,3,5,450,128
"Johanson Lake",226,NA,NA,3,5,10,431,104
"Johanson Lake",226,NA,NA,3,10,15,404,76
"Johanson Lake",226,NA,NA,3,15,20,361,56
"Johanson Lake",226,NA,NA,3,20,30,218,29
"Johanson Lake",226,NA,NA,3,30,40,51,8
"Johanson Lake",226,NA,NA,3,40,50,0,2
"Johanson Lake",226,NA,NA,4,2,5,380,128
"Johanson Lake",226,NA,NA,4,3,5,380,128
"Johanson Lake",226,NA,NA,4,5,10,360,104
"Johanson Lake",226,NA,NA,4,10,15,328,76
"Johanson Lake",226,NA,NA,4,15,20,283,56
"Johanson Lake",226,NA,NA,4,20,30,173,29
"Johanson Lake",226,NA,NA,4,30,40,46,8
"Johanson Lake",226,NA,NA,4,40,50,0,2
"Johanson Lake",226,NA,NA,5,2,5,247,128
"Johanson Lake",226,NA,NA,5,3,5,247,128
"Johanson Lake",226,NA,NA,5,5,10,222,104
"Johanson Lake",226,NA,NA,5,10,15,188,76
"Johanson Lake",226,NA,NA,5,15,20,155,56
"Johanson Lake",226,NA,NA,5,20,30,113,29
"Johanson Lake",226,NA,NA,5,30,40,43,8
"Johanson Lake",226,NA,NA,5,40,50,0,2
"Johanson Lake",226,NA,NA,6,2,5,168,128
"Johanson Lake",226,NA,NA,6,3,5,168,128
"Johanson Lake",226,NA,NA,6,5,10,139,104
"Johanson Lake",226,NA,NA,6,10,15,99,76
"Johanson Lake",226,NA,NA,6,15,20,49,56
"Johanson Lake",226,NA,NA,6,20,30,10,29
"Johanson Lake",226,NA,NA,6,30,40,0,8
"Johanson Lake",226,NA,NA,6,40,50,0,2
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,2,5,1045,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,3,5,1045,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,5,10,1020,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,10,15,990,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,15,20,960,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,20,30,900,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,30,40,855,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,40,50,825,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,50,60,790,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",1,60,70,725,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,2,5,2195,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,3,5,2195,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,5,10,2175,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,10,15,2150,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,15,20,2150,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,20,30,2075,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,30,40,2020,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,40,50,1950,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,50,60,1920,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",2,60,70,1785,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,2,5,1485,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,3,5,1485,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,5,10,1465,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,10,15,1445,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,15,20,1415,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,20,30,1370,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,30,40,1335,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,40,50,1310,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,50,60,1295,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",3,60,70,1265,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,2,5,965,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,3,5,965,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,5,10,950,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,10,15,925,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,15,20,905,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,20,30,870,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,30,40,805,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,40,50,755,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,50,60,695,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",4,60,70,655,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,2,5,1680,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,3,5,1680,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,5,10,1650,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,10,15,1620,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,15,20,1595,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,20,30,1545,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,30,40,1465,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,40,50,1380,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,50,60,1265,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",5,60,70,1210,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,2,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,3,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,5,10,1580,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,10,15,1545,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,15,20,1485,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,20,30,1440,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,30,40,1365,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,40,50,1280,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,50,60,1230,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",6,60,70,1025,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,2,5,810,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,3,5,810,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,5,10,790,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,10,15,760,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,15,20,725,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,20,30,675,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,30,40,600,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,40,50,510,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,50,60,425,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",7,60,70,200,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,2,5,810,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,3,5,810,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,5,10,790,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,10,15,760,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,15,20,725,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,20,30,675,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,30,40,600,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,40,50,510,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,50,60,425,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",8,60,70,200,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,2,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,3,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,5,10,1580,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,10,15,1545,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,15,20,1485,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,20,30,1440,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,30,40,1365,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,40,50,1280,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,50,60,1230,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",9,60,70,1025,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,2,5,1735,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,3,5,1735,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,5,10,1710,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,10,15,1670,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,15,20,1620,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,20,30,1575,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,30,40,1530,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,40,50,1435,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,50,60,1325,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",10,60,70,1260,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,2,5,725,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,3,5,725,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,5,10,710,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,10,15,690,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,15,20,660,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,20,30,630,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,30,40,600,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,40,50,565,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,50,60,535,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",11,60,70,500,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,2,5,1380,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,3,5,1380,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,5,10,1355,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,10,15,1330,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,15,20,1295,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,20,30,1240,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,30,40,1180,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,40,50,1135,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,50,60,1100,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",12,60,70,1065,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,2,5,1845,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,3,5,1845,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,5,10,1825,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,10,15,1800,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,15,20,1780,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,20,30,1705,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,30,40,1635,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,40,50,1610,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,50,60,1585,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",13,60,70,1565,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,2,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,3,5,1610,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,5,10,1580,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,10,15,1550,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,15,20,1520,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,20,30,1470,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,30,40,1390,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,40,50,1375,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,50,60,1335,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",14,60,70,1280,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,2,5,695,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,3,5,695,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,5,10,680,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,10,15,665,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,15,20,650,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,20,30,625,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,30,40,575,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,40,50,515,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,50,60,445,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",15,60,70,290,739
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,2,5,880,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,3,5,880,1480
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,5,10,855,1433
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,10,15,830,1385
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,15,20,805,1315
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,20,30,775,1100
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,30,40,725,980
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,40,50,575,890
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,50,60,395,820
"Kennedy Lake (Clay)",40,"49° 08' N","125° 35' W",16,60,70,0,739
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,2,5,1665,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,3,5,1665,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,5,10,1645,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,10,15,1625,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,15,20,1605,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,20,30,1570,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,30,40,1530,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,40,50,1460,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,50,60,1400,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",1,60,70,1370,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,2,5,1930,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,3,5,1930,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,5,10,1905,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,10,15,1865,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,15,20,1820,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,20,30,1615,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,30,40,1355,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,40,50,1220,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,50,60,1030,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",2,60,70,995,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,2,5,2285,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,3,5,2285,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,5,10,2260,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,10,15,2225,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,15,20,2200,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,20,30,2145,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,30,40,2075,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,40,50,1855,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,50,60,1605,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",3,60,70,1330,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,2,5,1830,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,3,5,1830,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,5,10,1790,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,10,15,1745,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,15,20,1705,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,20,30,1615,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,30,40,1470,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,40,50,1175,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,50,60,785,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",4,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,2,5,1975,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,3,5,1975,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,5,10,1885,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,10,15,1785,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,15,20,1690,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,20,30,1545,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,30,40,720,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,40,50,65,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,50,60,0,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",5,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,2,5,3680,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,3,5,3680,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,5,10,3225,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,10,15,2365,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,15,20,1810,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,20,30,873,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,30,40,220,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,40,50,0,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,50,60,0,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",6,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,2,5,2330,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,3,5,2330,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,5,10,2055,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,10,15,1755,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,15,20,1325,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,20,30,505,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,30,40,0,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,40,50,0,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,50,60,0,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",7,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,2,5,2330,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,3,5,2330,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,5,10,2055,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,10,15,1755,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,15,20,1325,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,20,30,505,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,30,40,0,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,40,50,0,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,50,60,0,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",8,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,2,5,3585,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,3,5,3585,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,5,10,3185,3130
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,10,15,2635,2810
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,15,20,2305,2530
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,20,30,1795,1885
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,30,40,640,1420
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,40,50,0,945
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,50,60,0,715
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",9,60,70,0,210
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",10,2,5,1975,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",10,3,5,1975,3450
"Kennedy Lake (Main)",41,"49° 04' N","125° 34' W",10,5,10,1885,3130
