"Lake","Code","Latitude","Longitude","Transect","Depth Min (m)","Depth Max (m)","Length (m)","Area (ha)"
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,3,5,3000,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,5,10,2992,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,10,15,2959,1070
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,15,20,2910,1065
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,20,30,2819,1010
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,30,40,2762,965
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,40,50,2693,908
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,50,60,0,853
"Long Lake (B)",802,"51° 15' N","127° 05' W",5,60,70,0,810
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,2,5,2648,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,3,5,2648,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,5,10,2635,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,10,15,2608,1070
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,15,20,2535,1065
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,20,30,2408,1010
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,30,40,2294,965
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,40,50,2248,908
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,50,60,0,853
"Long Lake (B)",802,"51° 15' N","127° 05' W",6,60,70,0,810
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,2,5,1742,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,3,5,1742,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,5,10,1729,1075
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,10,15,1708,1070
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,15,20,1694,1065
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,20,30,1659,1010
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,30,40,1638,965
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,40,50,1603,908
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,50,60,0,853
"Long Lake (B)",802,"51° 15' N","127° 05' W",7,60,70,0,810
"Lowe Lake",20,"53° 34' N","129° 33' W",1,2,5,835,365
"Lowe Lake",20,"53° 34' N","129° 33' W",1,3,5,835,365
"Lowe Lake",20,"53° 34' N","129° 33' W",1,5,10,805,347
"Lowe Lake",20,"53° 34' N","129° 33' W",1,10,15,670,294
"Lowe Lake",20,"53° 34' N","129° 33' W",1,15,20,0,263
"Lowe Lake",20,"53° 34' N","129° 33' W",1,20,30,0,222
"Lowe Lake",20,"53° 34' N","129° 33' W",1,30,40,0,169
"Lowe Lake",20,"53° 34' N","129° 33' W",1,40,50,0,65
"Lowe Lake",20,"53° 34' N","129° 33' W",1,50,60,0,0
"Lowe Lake",20,"53° 34' N","129° 33' W",2,2,5,673,365
"Lowe Lake",20,"53° 34' N","129° 33' W",2,3,5,673,365
"Lowe Lake",20,"53° 34' N","129° 33' W",2,5,10,655,347
"Lowe Lake",20,"53° 34' N","129° 33' W",2,10,15,632,294
"Lowe Lake",20,"53° 34' N","129° 33' W",2,15,20,600,263
"Lowe Lake",20,"53° 34' N","129° 33' W",2,20,30,563,222
"Lowe Lake",20,"53° 34' N","129° 33' W",2,30,40,495,169
"Lowe Lake",20,"53° 34' N","129° 33' W",2,40,50,333,65
"Lowe Lake",20,"53° 34' N","129° 33' W",2,50,60,0,0
"Lowe Lake",20,"53° 34' N","129° 33' W",3,2,5,615,365
"Lowe Lake",20,"53° 34' N","129° 33' W",3,3,5,615,365
"Lowe Lake",20,"53° 34' N","129° 33' W",3,5,10,598,347
"Lowe Lake",20,"53° 34' N","129° 33' W",3,10,15,571,294
"Lowe Lake",20,"53° 34' N","129° 33' W",3,15,20,530,263
"Lowe Lake",20,"53° 34' N","129° 33' W",3,20,30,486,222
"Lowe Lake",20,"53° 34' N","129° 33' W",3,30,40,412,169
"Lowe Lake",20,"53° 34' N","129° 33' W",3,40,50,254,65
"Lowe Lake",20,"53° 34' N","129° 33' W",3,50,60,0,0
"Lowe Lake",20,"53° 34' N","129° 33' W",4,2,5,946,365
"Lowe Lake",20,"53° 34' N","129° 33' W",4,3,5,946,365
"Lowe Lake",20,"53° 34' N","129° 33' W",4,5,10,901,347
"Lowe Lake",20,"53° 34' N","129° 33' W",4,10,15,843,294
"Lowe Lake",20,"53° 34' N","129° 33' W",4,15,20,811,263
"Lowe Lake",20,"53° 34' N","129° 33' W",4,20,30,756,222
"Lowe Lake",20,"53° 34' N","129° 33' W",4,30,40,627,169
"Lowe Lake",20,"53° 34' N","129° 33' W",4,40,50,450,65
"Lowe Lake",20,"53° 34' N","129° 33' W",4,50,60,0,0
"Maggie Lake",111,"49° 00' N","125° 25' W",1,2,5,2070,219
"Maggie Lake",111,"49° 00' N","125° 25' W",1,3,5,2070,219
"Maggie Lake",111,"49° 00' N","125° 25' W",1,5,10,2044,199
"Maggie Lake",111,"49° 00' N","125° 25' W",1,10,15,2015,184
"Maggie Lake",111,"49° 00' N","125° 25' W",1,15,20,1961,169
"Maggie Lake",111,"49° 00' N","125° 25' W",1,20,30,1815,145
"Maggie Lake",111,"49° 00' N","125° 25' W",1,30,40,1481,101
"Maggie Lake",111,"49° 00' N","125° 25' W",1,40,50,620,44
"Maggie Lake",111,"49° 00' N","125° 25' W",2,2,5,1476,219
"Maggie Lake",111,"49° 00' N","125° 25' W",2,3,5,1476,219
"Maggie Lake",111,"49° 00' N","125° 25' W",2,5,10,1443,199
"Maggie Lake",111,"49° 00' N","125° 25' W",2,10,15,1355,184
"Maggie Lake",111,"49° 00' N","125° 25' W",2,15,20,1325,169
"Maggie Lake",111,"49° 00' N","125° 25' W",2,20,30,1187,145
"Maggie Lake",111,"49° 00' N","125° 25' W",2,30,40,1058,101
"Maggie Lake",111,"49° 00' N","125° 25' W",2,40,50,878,44
"Maggie Lake",111,"49° 00' N","125° 25' W",3,2,5,539,219
"Maggie Lake",111,"49° 00' N","125° 25' W",3,3,5,539,219
"Maggie Lake",111,"49° 00' N","125° 25' W",3,5,10,515,199
"Maggie Lake",111,"49° 00' N","125° 25' W",3,10,15,487,184
"Maggie Lake",111,"49° 00' N","125° 25' W",3,15,20,456,169
"Maggie Lake",111,"49° 00' N","125° 25' W",3,20,30,408,145
"Maggie Lake",111,"49° 00' N","125° 25' W",3,30,40,250,101
"Maggie Lake",111,"49° 00' N","125° 25' W",3,40,50,0,44
"Maggie Lake",111,"49° 00' N","125° 25' W",4,2,5,703,219
"Maggie Lake",111,"49° 00' N","125° 25' W",4,3,5,703,219
"Maggie Lake",111,"49° 00' N","125° 25' W",4,5,10,682,199
"Maggie Lake",111,"49° 00' N","125° 25' W",4,10,15,658,184
"Maggie Lake",111,"49° 00' N","125° 25' W",4,15,20,636,169
"Maggie Lake",111,"49° 00' N","125° 25' W",4,20,30,591,145
"Maggie Lake",111,"49° 00' N","125° 25' W",4,30,40,529,101
"Maggie Lake",111,"49° 00' N","125° 25' W",4,40,50,450,44
"Maggie Lake",111,"49° 00' N","125° 25' W",5,2,5,533,219
"Maggie Lake",111,"49° 00' N","125° 25' W",5,3,5,533,219
"Maggie Lake",111,"49° 00' N","125° 25' W",5,5,10,504,199
"Maggie Lake",111,"49° 00' N","125° 25' W",5,10,15,484,184
"Maggie Lake",111,"49° 00' N","125° 25' W",5,15,20,470,169
"Maggie Lake",111,"49° 00' N","125° 25' W",5,20,30,441,145
"Maggie Lake",111,"49° 00' N","125° 25' W",5,30,40,394,101
"Maggie Lake",111,"49° 00' N","125° 25' W",5,40,50,344,44
"Maggie Lake",111,"49° 00' N","125° 25' W",6,2,5,647,219
"Maggie Lake",111,"49° 00' N","125° 25' W",6,3,5,647,219
"Maggie Lake",111,"49° 00' N","125° 25' W",6,5,10,633,199
"Maggie Lake",111,"49° 00' N","125° 25' W",6,10,15,607,184
"Maggie Lake",111,"49° 00' N","125° 25' W",6,15,20,510,169
"Maggie Lake",111,"49° 00' N","125° 25' W",6,20,30,424,145
"Maggie Lake",111,"49° 00' N","125° 25' W",6,30,40,0,101
"Maggie Lake",111,"49° 00' N","125° 25' W",6,40,50,0,44
"Mathers Lake",55,"52° 58' N","131° 50' W",1,2,5,500,171
"Mathers Lake",55,"52° 58' N","131° 50' W",1,3,5,500,171
"Mathers Lake",55,"52° 58' N","131° 50' W",1,5,10,480,163
"Mathers Lake",55,"52° 58' N","131° 50' W",1,10,15,450,156
"Mathers Lake",55,"52° 58' N","131° 50' W",1,15,20,410,148
"Mathers Lake",55,"52° 58' N","131° 50' W",1,20,30,275,136
"Mathers Lake",55,"52° 58' N","131° 50' W",1,30,40,0,112
"Mathers Lake",55,"52° 58' N","131° 50' W",1,40,50,0,86
"Mathers Lake",55,"52° 58' N","131° 50' W",1,50,60,0,64
"Mathers Lake",55,"52° 58' N","131° 50' W",1,60,70,0,46
"Mathers Lake",55,"52° 58' N","131° 50' W",1,70,80,0,32
"Mathers Lake",55,"52° 58' N","131° 50' W",1,80,90,0,20
"Mathers Lake",55,"52° 58' N","131° 50' W",2,2,5,285,171
"Mathers Lake",55,"52° 58' N","131° 50' W",2,3,5,285,171
"Mathers Lake",55,"52° 58' N","131° 50' W",2,5,10,280,163
"Mathers Lake",55,"52° 58' N","131° 50' W",2,10,15,270,156
"Mathers Lake",55,"52° 58' N","131° 50' W",2,15,20,250,148
"Mathers Lake",55,"52° 58' N","131° 50' W",2,20,30,235,136
"Mathers Lake",55,"52° 58' N","131° 50' W",2,30,40,210,112
"Mathers Lake",55,"52° 58' N","131° 50' W",2,40,50,185,86
"Mathers Lake",55,"52° 58' N","131° 50' W",2,50,60,175,64
"Mathers Lake",55,"52° 58' N","131° 50' W",2,60,70,0,46
"Mathers Lake",55,"52° 58' N","131° 50' W",2,70,80,0,32
"Mathers Lake",55,"52° 58' N","131° 50' W",2,80,90,0,20
"Mathers Lake",55,"52° 58' N","131° 50' W",3,2,5,500,171
"Mathers Lake",55,"52° 58' N","131° 50' W",3,3,5,500,171
"Mathers Lake",55,"52° 58' N","131° 50' W",3,5,10,485,163
"Mathers Lake",55,"52° 58' N","131° 50' W",3,10,15,470,156
"Mathers Lake",55,"52° 58' N","131° 50' W",3,15,20,445,148
"Mathers Lake",55,"52° 58' N","131° 50' W",3,20,30,420,136
"Mathers Lake",55,"52° 58' N","131° 50' W",3,30,40,385,112
"Mathers Lake",55,"52° 58' N","131° 50' W",3,40,50,340,86
"Mathers Lake",55,"52° 58' N","131° 50' W",3,50,60,300,64
"Mathers Lake",55,"52° 58' N","131° 50' W",3,60,70,255,46
"Mathers Lake",55,"52° 58' N","131° 50' W",3,70,80,175,32
"Mathers Lake",55,"52° 58' N","131° 50' W",3,80,90,0,20
"Mathers Lake",55,"52° 58' N","131° 50' W",4,2,5,525,171
"Mathers Lake",55,"52° 58' N","131° 50' W",4,3,5,525,171
"Mathers Lake",55,"52° 58' N","131° 50' W",4,5,10,505,163
"Mathers Lake",55,"52° 58' N","131° 50' W",4,10,15,480,156
"Mathers Lake",55,"52° 58' N","131° 50' W",4,15,20,465,148
"Mathers Lake",55,"52° 58' N","131° 50' W",4,20,30,445,136
"Mathers Lake",55,"52° 58' N","131° 50' W",4,30,40,405,112
"Mathers Lake",55,"52° 58' N","131° 50' W",4,40,50,370,86
"Mathers Lake",55,"52° 58' N","131° 50' W",4,50,60,355,64
"Mathers Lake",55,"52° 58' N","131° 50' W",4,60,70,320,46
"Mathers Lake",55,"52° 58' N","131° 50' W",4,70,80,290,32
"Mathers Lake",55,"52° 58' N","131° 50' W",4,80,90,230,20
"Megin Lake",118,"49° 29' N","126° 04' W",1,2,5,500,135
"Megin Lake",118,"49° 29' N","126° 04' W",1,3,5,500,135
"Megin Lake",118,"49° 29' N","126° 04' W",1,5,10,430,123
"Megin Lake",118,"49° 29' N","126° 04' W",1,10,15,360,108
"Megin Lake",118,"49° 29' N","126° 04' W",1,15,20,290,94
"Megin Lake",118,"49° 29' N","126° 04' W",1,20,30,201,72
"Megin Lake",118,"49° 29' N","126° 04' W",1,30,40,0,42
"Megin Lake",118,"49° 29' N","126° 04' W",1,40,50,0,13
"Megin Lake",118,"49° 29' N","126° 04' W",2,2,5,580,135
"Megin Lake",118,"49° 29' N","126° 04' W",2,3,5,580,135
"Megin Lake",118,"49° 29' N","126° 04' W",2,5,10,555,123
"Megin Lake",118,"49° 29' N","126° 04' W",2,10,15,535,108
"Megin Lake",118,"49° 29' N","126° 04' W",2,15,20,520,94
"Megin Lake",118,"49° 29' N","126° 04' W",2,20,30,475,72
"Megin Lake",118,"49° 29' N","126° 04' W",2,30,40,380,42
"Megin Lake",118,"49° 29' N","126° 04' W",2,40,50,0,13
"Megin Lake",118,"49° 29' N","126° 04' W",3,2,5,500,135
"Megin Lake",118,"49° 29' N","126° 04' W",3,3,5,500,135
"Megin Lake",118,"49° 29' N","126° 04' W",3,5,10,480,123
"Megin Lake",118,"49° 29' N","126° 04' W",3,10,15,465,108
"Megin Lake",118,"49° 29' N","126° 04' W",3,15,20,440,94
"Megin Lake",118,"49° 29' N","126° 04' W",3,20,30,405,72
"Megin Lake",118,"49° 29' N","126° 04' W",3,30,40,335,42
"Megin Lake",118,"49° 29' N","126° 04' W",3,40,50,135,13
"Megin Lake",118,"49° 29' N","126° 04' W",4,2,5,445,135
"Megin Lake",118,"49° 29' N","126° 04' W",4,3,5,445,135
"Megin Lake",118,"49° 29' N","126° 04' W",4,5,10,420,123
"Megin Lake",118,"49° 29' N","126° 04' W",4,10,15,385,108
"Megin Lake",118,"49° 29' N","126° 04' W",4,15,20,330,94
"Megin Lake",118,"49° 29' N","126° 04' W",4,20,30,245,72
"Megin Lake",118,"49° 29' N","126° 04' W",4,30,40,130,42
"Megin Lake",118,"49° 29' N","126° 04' W",4,40,50,0,13
"Megin Lake",118,"49° 29' N","126° 04' W",5,2,5,325,135
"Megin Lake",118,"49° 29' N","126° 04' W",5,3,5,325,135
"Megin Lake",118,"49° 29' N","126° 04' W",5,5,10,270,123
"Megin Lake",118,"49° 29' N","126° 04' W",5,10,15,220,108
"Megin Lake",118,"49° 29' N","126° 04' W",5,15,20,0,94
"Megin Lake",118,"49° 29' N","126° 04' W",5,20,30,0,72
"Megin Lake",118,"49° 29' N","126° 04' W",5,30,40,0,42
"Megin Lake",118,"49° 29' N","126° 04' W",5,40,50,0,13
"Megin Lake",118,"49° 29' N","126° 04' W",6,2,5,3315,135
"Megin Lake",118,"49° 29' N","126° 04' W",6,3,5,3315,135
"Megin Lake",118,"49° 29' N","126° 04' W",6,5,10,3240,123
"Megin Lake",118,"49° 29' N","126° 04' W",6,10,15,2955,108
"Megin Lake",118,"49° 29' N","126° 04' W",6,15,20,2245,94
"Megin Lake",118,"49° 29' N","126° 04' W",6,20,30,2090,72
"Megin Lake",118,"49° 29' N","126° 04' W",6,30,40,1520,42
"Megin Lake",118,"49° 29' N","126° 04' W",6,40,50,570,13
"Mercer Lake",32,"53° 34' N","132° 53' W",1,2,5,486,93
"Mercer Lake",32,"53° 34' N","132° 53' W",1,3,5,486,93
"Mercer Lake",32,"53° 34' N","132° 53' W",1,5,10,429,77
"Mercer Lake",32,"53° 34' N","132° 53' W",1,10,15,400,65
"Mercer Lake",32,"53° 34' N","132° 53' W",1,15,20,371,47
"Mercer Lake",32,"53° 34' N","132° 53' W",1,20,30,297,23
"Mercer Lake",32,"53° 34' N","132° 53' W",1,30,40,0,6
"Mercer Lake",32,"53° 34' N","132° 53' W",2,2,5,373,93
"Mercer Lake",32,"53° 34' N","132° 53' W",2,3,5,373,93
"Mercer Lake",32,"53° 34' N","132° 53' W",2,5,10,359,77
"Mercer Lake",32,"53° 34' N","132° 53' W",2,10,15,324,65
"Mercer Lake",32,"53° 34' N","132° 53' W",2,15,20,291,47
"Mercer Lake",32,"53° 34' N","132° 53' W",2,20,30,173,23
"Mercer Lake",32,"53° 34' N","132° 53' W",2,30,40,0,6
"Mercer Lake",32,"53° 34' N","132° 53' W",3,2,5,391,93
"Mercer Lake",32,"53° 34' N","132° 53' W",3,3,5,391,93
"Mercer Lake",32,"53° 34' N","132° 53' W",3,5,10,358,77
"Mercer Lake",32,"53° 34' N","132° 53' W",3,10,15,316,65
"Mercer Lake",32,"53° 34' N","132° 53' W",3,15,20,258,47
"Mercer Lake",32,"53° 34' N","132° 53' W",3,20,30,0,23
"Mercer Lake",32,"53° 34' N","132° 53' W",3,30,40,0,6
"Mercer Lake",32,"53° 34' N","132° 53' W",4,2,5,210,93
"Mercer Lake",32,"53° 34' N","132° 53' W",4,3,5,210,93
"Mercer Lake",32,"53° 34' N","132° 53' W",4,5,10,188,77
"Mercer Lake",32,"53° 34' N","132° 53' W",4,10,15,139,65
"Mercer Lake",32,"53° 34' N","132° 53' W",4,15,20,79,47
"Mercer Lake",32,"53° 34' N","132° 53' W",4,20,30,0,23
"Mercer Lake",32,"53° 34' N","132° 53' W",4,30,40,0,6
"Mercer Lake",32,"53° 34' N","132° 53' W",5,2,5,1000,93
"Mercer Lake",32,"53° 34' N","132° 53' W",5,3,5,1000,93
"Mercer Lake",32,"53° 34' N","132° 53' W",5,5,10,980,77
"Mercer Lake",32,"53° 34' N","132° 53' W",5,10,15,922,65
"Mercer Lake",32,"53° 34' N","132° 53' W",5,15,20,872,47
"Mercer Lake",32,"53° 34' N","132° 53' W",5,20,30,793,23
"Mercer Lake",32,"53° 34' N","132° 53' W",5,30,40,588,6
"Mercer Lake",32,"53° 34' N","132° 53' W",6,2,5,833,93
"Mercer Lake",32,"53° 34' N","132° 53' W",6,3,5,833,93
"Mercer Lake",32,"53° 34' N","132° 53' W",6,5,10,777,77
"Mercer Lake",32,"53° 34' N","132° 53' W",6,10,15,760,65
"Mercer Lake",32,"53° 34' N","132° 53' W",6,15,20,718,47
"Mercer Lake",32,"53° 34' N","132° 53' W",6,20,30,160,23
"Mercer Lake",32,"53° 34' N","132° 53' W",6,30,40,0,6
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,2,5,1725,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,3,5,1669,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,5,10,1604,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,10,15,1595,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,15,20,1577,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,20,30,1549,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,30,40,1493,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,40,50,1438,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",1,50,60,1298,2217
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,2,5,1640,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,3,5,1824,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,5,10,1802,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,10,15,1770,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,15,20,1760,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,20,30,1717,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,30,40,1685,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,40,50,1621,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",2,50,60,1578,2217
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,2,5,1800,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,3,5,1775,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,5,10,1741,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,10,15,1715,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,15,20,1699,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,20,30,1673,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,30,40,1623,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,40,50,1563,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",3,50,60,1513,2217
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,2,5,2050,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,3,5,2019,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,5,10,1978,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,10,15,1948,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,15,20,1927,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,20,30,1896,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,30,40,1784,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,40,50,1743,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",4,50,60,1671,2217
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,2,5,2585,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,3,5,2561,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,5,10,2544,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,10,15,2308,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,15,20,1990,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,20,30,1944,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,30,40,1753,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,40,50,1615,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",5,50,60,1060,2217
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,2,5,1490,3606
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,3,5,1475,3556
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,5,10,1429,3499
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,10,15,1300,3337
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,15,20,1216,3086
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,20,30,1163,2812
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,30,40,857,2563
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,40,50,0,2339
"Meziadin Lake",43,"56° 02' N","129° 15' W",6,50,60,0,2217
"Morrison Lake",56,"55° 14' N","126° 22' W",1,2,5,264,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",1,3,5,264,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",1,5,10,200,986
"Morrison Lake",56,"55° 14' N","126° 22' W",1,10,15,133,792
"Morrison Lake",56,"55° 14' N","126° 22' W",1,15,20,0,629
"Morrison Lake",56,"55° 14' N","126° 22' W",1,20,30,0,461
"Morrison Lake",56,"55° 14' N","126° 22' W",1,30,40,0,289
"Morrison Lake",56,"55° 14' N","126° 22' W",1,40,50,0,157
"Morrison Lake",56,"55° 14' N","126° 22' W",1,50,60,0,65
"Morrison Lake",56,"55° 14' N","126° 22' W",2,2,5,554,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",2,3,5,554,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",2,5,10,535,986
"Morrison Lake",56,"55° 14' N","126° 22' W",2,10,15,504,792
"Morrison Lake",56,"55° 14' N","126° 22' W",2,15,20,365,629
"Morrison Lake",56,"55° 14' N","126° 22' W",2,20,30,87,461
"Morrison Lake",56,"55° 14' N","126° 22' W",2,30,40,0,289
"Morrison Lake",56,"55° 14' N","126° 22' W",2,40,50,0,157
"Morrison Lake",56,"55° 14' N","126° 22' W",2,50,60,0,65
"Morrison Lake",56,"55° 14' N","126° 22' W",3,2,5,1339,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",3,3,5,1339,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",3,5,10,1099,986
"Morrison Lake",56,"55° 14' N","126° 22' W",3,10,15,878,792
"Morrison Lake",56,"55° 14' N","126° 22' W",3,15,20,829,629
"Morrison Lake",56,"55° 14' N","126° 22' W",3,20,30,584,461
"Morrison Lake",56,"55° 14' N","126° 22' W",3,30,40,324,289
"Morrison Lake",56,"55° 14' N","126° 22' W",3,40,50,0,157
"Morrison Lake",56,"55° 14' N","126° 22' W",3,50,60,0,65
"Morrison Lake",56,"55° 14' N","126° 22' W",4,2,5,1191,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",4,3,5,1191,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",4,5,10,1186,986
"Morrison Lake",56,"55° 14' N","126° 22' W",4,10,15,1168,792
"Morrison Lake",56,"55° 14' N","126° 22' W",4,15,20,1153,629
"Morrison Lake",56,"55° 14' N","126° 22' W",4,20,30,1113,461
"Morrison Lake",56,"55° 14' N","126° 22' W",4,30,40,1065,289
"Morrison Lake",56,"55° 14' N","126° 22' W",4,40,50,766,157
"Morrison Lake",56,"55° 14' N","126° 22' W",4,50,60,53,65
"Morrison Lake",56,"55° 14' N","126° 22' W",5,2,5,711,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",5,3,5,711,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",5,5,10,698,986
"Morrison Lake",56,"55° 14' N","126° 22' W",5,10,15,645,792
"Morrison Lake",56,"55° 14' N","126° 22' W",5,15,20,611,629
"Morrison Lake",56,"55° 14' N","126° 22' W",5,20,30,509,461
"Morrison Lake",56,"55° 14' N","126° 22' W",5,30,40,417,289
"Morrison Lake",56,"55° 14' N","126° 22' W",5,40,50,270,157
"Morrison Lake",56,"55° 14' N","126° 22' W",5,50,60,270,65
"Morrison Lake",56,"55° 14' N","126° 22' W",6,2,5,628,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",6,3,5,628,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",6,5,10,408,986
"Morrison Lake",56,"55° 14' N","126° 22' W",6,10,15,314,792
"Morrison Lake",56,"55° 14' N","126° 22' W",6,15,20,0,629
"Morrison Lake",56,"55° 14' N","126° 22' W",6,20,30,0,461
"Morrison Lake",56,"55° 14' N","126° 22' W",6,30,40,0,289
"Morrison Lake",56,"55° 14' N","126° 22' W",6,40,50,0,157
"Morrison Lake",56,"55° 14' N","126° 22' W",6,50,60,0,65
"Morrison Lake",56,"55° 14' N","126° 22' W",7,2,5,617,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",7,3,5,617,1164
"Morrison Lake",56,"55° 14' N","126° 22' W",7,5,10,531,986
"Morrison Lake",56,"55° 14' N","126° 22' W",7,10,15,409,792
"Morrison Lake",56,"55° 14' N","126° 22' W",7,15,20,225,629
"Morrison Lake",56,"55° 14' N","126° 22' W",7,20,30,0,461
"Morrison Lake",56,"55° 14' N","126° 22' W",7,30,40,0,289
"Morrison Lake",56,"55° 14' N","126° 22' W",7,40,50,0,157
"Morrison Lake",56,"55° 14' N","126° 22' W",7,50,60,0,65
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,2,5,644,623
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,3,5,644,623
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,5,10,632,584
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,10,15,565,550
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,15,20,541,522
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,20,30,407,475
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,30,40,352,402
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,40,50,176,311
"Muchalat Lake",45,"49° 41' N","126° 06' W",1,50,60,0,164
"Muchalat Lake",45,"49° 41' N","126° 06' W",2,2,5,1650,623
"Muchalat Lake",45,"49° 41' N","126° 06' W",2,3,5,1650,623
"Muchalat Lake",45,"49° 41' N","126° 06' W",2,5,10,1633,584
